iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3
10,79.98943363785315,36.053236203045714,0.2964599570259452,131.8819858978287,0.0018008199999999981,0.09696982130891732,0.10707912810382582,0.9820913513999863,0.1062884960799589,0.10706904422463054,0.9820260769402113,0.106956522223994,0.10705545374242231,0.9820240575530051,0.10703894144599722,0.10698592540395185,0.9820269432251925
11,78.29431071193895,35.2175030483996,0.30008770897984505,136.58750149499775,0.0020007999999999988,0.09588537431234972,0.10839391086474928,0.9781471894970016,0.10693011995218453,0.10837852700793407,0.9780385462622644,0.10810965021821252,0.10835723424033776,0.978032123318807,0.10827567124243194,0.10824164076851016,0.9780340301012379
12,82.0072676271283,34.29603501587973,0.2947315080091357,125.083182155862,0.0022007799999999994,0.09471942414983003,0.1098502001174998,0.9738235005087661,0.1077203773582563,0.1098268400814246,0.9736544576196863,0.10941660922596806,0.10979350506408994,0.973641992756658,0.1096628879286756,0.109606487429892,0.9736438471922112
13,79.95481677970193,33.28823039855189,0.2981302160769701,125.36021951595495,0.002400759999999999,0.09344352497278467,0.11145097540721324,0.9691252671135381,0.10861683396955427,0.11141642234439185,0.9688735403215429,0.11086780496224691,0.11136531372377577,0.9688518115379506,0.11119686529480101,0.11107071904524052,0.9688542024363518
14,80.44425038311158,32.19701971844986,0.2985111440066248,123.773716293538,0.00260074,0.09211122773853055,0.113199012154882,0.9640598513340763,0.10969766183876975,0.11314901889145233,0.9636979434321641,0.11248778709441992,0.11307237191543916,0.9636631447342423,0.11289338678743792,0.11262057175401058,0.9636676096487384
15,79.24282435133233,31.019850944391376,0.2969641659874469,127.85081993861964,0.0028007199999999996,0.09065720822604413,0.11509810933029176,0.9586330194248397,0.11086752738651477,0.11502771275311524,0.9581257592026473,0.11425220817375994,0.11491582990842387,0.9580720669927489,0.11474060745399006,0.11423901329504178,0.9580796517711923
16,78.69172126150823,29.752768584217634,0.28817783296108246,136.7166403271007,0.0030007000000000002,0.08902641127867864,0.11715180521302414,0.9528532595563307,0.11192715483961223,0.11705534472235647,0.9521563426948374,0.1161085881123051,0.11689640195097237,0.9520754200715628,0.11671303523310392,0.11590428634053417,0.9520865398755315
17,75.77458837272965,28.391827552157952,0.3033335800282657,136.77766948253196,0.00320068,0.0872193724615121,0.11936376574605025,0.9467307128309894,0.11278275953222378,0.119234553315576,0.9457907432137816,0.11803541781078232,0.11901375535053421,0.9456719445839545,0.1188033627976117,0.1175875079784997,0.9456874368760195
18,76.92123078572048,26.933196489272706,0.29951519798487425,138.2943511298842,0.0034006600000000007,0.08525953157601113,0.12173840755538641,0.940275494988275,0.11349414940406254,0.1215684618501206,0.9390304188771611,0.12005868062711252,0.12126708924726577,0.9388607815685073,0.12102947764215492,0.11925269834155863,0.9388831037095259
19,76.83202171263127,25.376522085643558,0.2978508290834725,134.9949972723792,0.0036006399999999996,0.08319297345573728,0.12428037652949724,0.9334990600267438,0.11422241500516359,0.12406020223882133,0.9318782420395438,0.12223590634790292,0.12365465653220016,0.9316423833714741,0.12342561724071434,0.1208564166263254,0.9316768147073169
20,72.86611963954996,23.709380008626983,0.29801957309246063,141.90802067207352,0.0038006199999999993,0.08096630678284664,0.12699339271421453,0.9264176610359025,0.11461960952689094,0.12671321133150767,0.9243376355442691,0.12446075593599687,0.1261757887801353,0.9240139071733516,0.12594274779973239,0.1223492248310852,0.9240656241734118
21,70.64069919400612,21.923502160948022,0.2917936679441482,144.01303667087527,0.0040006,0.07858509053071071,0.12988176991291728,0.9190478239346052,0.11460313148050555,0.12953116461851227,0.9164140029680267,0.1267008531353063,0.12882857844460077,0.9159748077743733,0.1285725020011857,0.12367473708262272,0.9160513724141085
22,72.66250053745053,20.02698881206866,0.2955261408351362,138.93520541732377,0.004200579999999999,0.0761171966985709,0.13295204315553133,0.9114021901308034,0.11451857833569998,0.13251902223817638,0.9081122945708986,0.12909872677216155,0.1316098445447348,0.907526250063639,0.13139362137578856,0.1247715332697214,0.9076427341165514
23,69.63742418419024,18.19325451485972,0.2944328689482063,150.07296928818192,0.0044005599999999995,0.07351166413592819,0.13620794927237465,0.9035027504769426,0.11400068817102904,0.1356803299031614,0.8994439117971019,0.13150925261256127,0.13451491089558124,0.8986737655869717,0.13433930591838128,0.1255799343427259,0.8988417046681363
24,69.5293407853511,17.222163845957944,0.2936777661088854,119.6688833690613,0.004600539999999999,0.07100430743931936,0.1396578270148622,0.8953600979425815,0.11414784326338782,0.13900149175273835,0.8904627664641728,0.1343413474885443,0.1374820855705734,0.8895806556635034,0.1374937045001023,0.12597013804914728,0.8895231303356781
25,68.73940553140014,16.095933357676966,0.29897519503720105,106.06224914812425,0.00480052,0.06955847734918921,0.1432320637317624,0.8871567605601302,0.11568989359507792,0.14236768145046194,0.8814907313017468,0.13761404871656033,0.14034347821025184,0.8809363957472715,0.14095859361432303,0.12586724153710252,0.879685240816673
26,69.2555919828077,14.684277854595889,0.296445355983451,108.85860983933985,0.0050005,0.06884110583253052,0.14694760989136402,0.8788729941982082,0.11800099719366812,0.14578751580329133,0.8724956643567686,0.14135189603859089,0.14309381160778092,0.8727532156054499,0.14469856805081407,0.12518835994177224,0.8693083908323667
27,68.18248953672462,12.998279274753479,0.30182183207944036,110.23150713256462,0.0052004799999999995,0.06871164137739506,0.15081247828479016,0.8705017949047609,0.12092226954186026,0.14926338972473477,0.8634547091681398,0.14554170856570323,0.14573135531683384,0.8650243300201966,0.1487186023828009,0.1238903558390179,0.8584204285478447
28,63.893744960307345,11.055196765288532,0.297418172005564,105.8824314537659,0.00540046,0.06898857473243762,0.15485455370124485,0.861991694289478,0.12435333498809469,0.15281252197464834,0.8542975263814362,0.1501659551494812,0.14825721789159435,0.8577297964656931,0.15295498056750942,0.1219075407694201,0.8469865557885373
29,61.689440353106036,8.865379301600175,0.29068979900330305,105.99753212012529,0.00560044,0.06954836115097632,0.15909619863258145,0.853299953564567,0.1282301806986719,0.1564474232800588,0.8449634925664554,0.1552078554624077,0.150673482785236,0.8508478324330133,0.15735960633583357,0.11926024302510072,0.8350078813647217
30,64.99683651774642,6.62367123357156,0.2913762480020523,115.73102404157252,0.00580042,0.07056843206393727,0.16349582024846393,0.8445056766487143,0.13260083981963153,0.16012797828596256,0.8355321488911329,0.16068755969542556,0.1529790365713327,0.8443466966448689,0.16213092081963368,0.11608889635472747,0.8226677615759415
31,63.51408693112019,5.751327843593521,0.31340445415116847,93.43334422771866,0.0060003999999999995,0.07209728867304857,0.16806256373247425,0.8355823389372096,0.1374702872712129,0.1638128394832597,0.8260911059746837,0.1665760837326514,0.15517686508001988,0.8381618627974537,0.16673667738424344,0.11238296789511855,0.809842036378732
32,57.41174703745076,5.143145396743182,0.30418618000112474,85.13943895704018,0.00620038,0.07420622140792724,0.17273856747357752,0.8266305974202118,0.14285901790912547,0.16737071456062158,0.8170703409266644,0.172865122653882,0.1572674498004156,0.8321283333260402,0.17118721825759173,0.1082473566621871,0.796534296420911
33,60.52796024721087,5.362979550306965,0.30310160596854985,69.47198555204614,0.00640036,0.07689111223151657,0.1775694697005425,0.8175437450755412,0.14876585712515825,0.1707953961842741,0.8084779440384017,0.17919935933878778,0.1592159851837322,0.8240943541440799,0.17548542500602032,0.10376080509670409,0.7827589056519287
34,63.05056822659613,5.8676775823383815,0.3060167981311679,65.94216318970396,0.00660034,0.08010235617657444,0.1825834472975374,0.8082491383083608,0.1551764971368439,0.17411238706716403,0.8002003275498131,0.18511829768110885,0.16087312399332657,0.8138728498040674,0.17962976722767773,0.09904707975521948,0.7686980294701803
35,59.739333456363084,6.487025294872783,0.3000097598414868,62.36027653738281,0.00680032,0.08371086192467853,0.18784188392414525,0.7985948189884027,0.16203829858967728,0.17736914426865816,0.7919899120575605,0.1902687187636295,0.16202613711630465,0.8018565073724011,0.18362321228312722,0.0942000067905593,0.7544800836987167
36,57.737033481845515,7.058096851765711,0.29887219215743244,92.21144858876337,0.007000299999999999,0.08675725534764836,0.19346779924422372,0.7882773164285302,0.16858268679337504,0.1808110911944898,0.7826020103317911,0.19463792273117939,0.16266881139505196,0.7886082075994336,0.18745118626898957,0.0894379626878527,0.7405383692312827
37,55.79954292731816,7.389303394693224,0.30251197912730277,111.56344176044585,0.00720028,0.08896071605973535,0.19944943281498267,0.7773096725800912,0.1745019988945753,0.18444990996925476,0.7719444143356952,0.19833993916611217,0.16280371910619984,0.7745151089172104,0.1911069194135981,0.0848751605658927,0.7270980688388632
38,55.60467769941053,7.586222629212248,0.298924271017313,96.0639858580972,0.0074002600000000005,0.09048627406034368,0.20579727491295677,0.765684001527132,0.17999013585776952,0.18822656523407966,0.7602611610347396,0.2012142943104495,0.16225148818818955,0.7594546991484221,0.19460449108390818,0.08052757081704004,0.714138014533629
39,56.511749950870424,7.738448181104232,0.29763788101263344,66.64438684243886,0.007600239999999999,0.09225052207864051,0.21243719833853028,0.7535986111263354,0.186001539823987,0.19192663864738277,0.7487015174061116,0.20301671695768303,0.16066408748281655,0.7432711528834198,0.1979716595935888,0.07639074847925571,0.7015532010114791
40,53.992966345819504,7.841245059932134,0.30112448893487453,63.623663155248686,0.00780022,0.09444466227750876,0.21933233368686456,0.7411386866862483,0.19268734532527815,0.1955085795019778,0.7374776905529659,0.203979821477036,0.15810901216330225,0.726168452699275,0.20120757773498316,0.07252210745508524,0.689463310704764
41,52.410898287082446,7.842777675557777,0.3044583429582417,65.35090330403035,0.0080002,0.09679615765004472,0.22652545309508662,0.7282216595392212,0.19987843067918495,0.19898410569240166,0.7264635138768885,0.2039251438563305,0.15461205959141933,0.7082639087055755,0.2043240530394981,0.06899046529418998,0.6779439590028085
42,53.10131869425254,7.821400556075983,0.3021451570093632,66.35872889931572,0.00820018,0.09952100049910872,0.23400062683983636,0.7148780432855621,0.20774536594907897,0.2023415808380308,0.7156306076486805,0.20329089691135643,0.15033976455840614,0.6897930263716857,0.2073153870359275,0.06582201298319226,0.6670907116510137
43,51.27864396580756,7.771298622856246,0.2861667319666594,67.55715502723689,0.00840016,0.1023261165946628,0.24181633211466114,0.7009909776423286,0.21612286568782707,0.20559631895959046,0.7047142376514967,0.20198851215790148,0.1453450742131048,0.6708451859255875,0.21019068627349632,0.06306427016825962,0.6569631563122417
44,51.94953735077593,7.332144547789058,0.29765545204281807,84.37015760849982,0.00860014,0.10449891365228894,0.25010063337043037,0.686303244073404,0.22440875802039517,0.20884795633862377,0.6922241615318979,0.20061434489666563,0.13996748876209011,0.6519389160121872,0.21293112378969256,0.06067391798460494,0.6476085991225683
45,49.91142185667947,6.268653384538408,0.30541294417344034,94.76357301929359,0.00880012,0.10581914082178176,0.2588621291775543,0.6708532255964397,0.23244047068839235,0.21206814409494631,0.6781608246610554,0.199395329223737,0.13435264265708854,0.6332839259602219,0.2155363644735096,0.058625099904083114,0.6390085373251521
46,45.68842314364811,5.270856208544124,0.3071354329586029,90.61917723140465,0.0090001,0.10636848513959746,0.26809953766120187,0.6547252137228432,0.24048359507974448,0.21519501990712042,0.6630287046036037,0.19833895011950178,0.12850803586910334,0.6147840826878899,0.2180242681075367,0.056931431890755856,0.6311207580555892
47,45.25895830813753,4.360257261093974,0.3043038898613304,75.63552320536677,0.009200080000000001,0.10704049717961149,0.27770871338021974,0.6381936389420193,0.24942100349076451,0.21816361379749338,0.6480262004186967,0.19744543027654912,0.12245285272958355,0.5963827614326211,0.22040874570530575,0.055590641556129416,0.6239020105527336
48,48.81181012726917,4.080412884533068,0.3039912790991366,74.70526411503971,0.00940006,0.10828446394993428,0.28761163379470567,0.6214448950676698,0.25943075745739413,0.2209561155857093,0.6334203240130125,0.19668629813420502,0.11637033045139093,0.5783558853152629,0.22268698245122232,0.05453276942920736,0.6172908389255842
49,44.18575934132257,4.1803175740709,0.3013067450374365,40.53632494963922,0.00960004,0.11093739321185021,0.2970285300538893,0.60609617207517,0.26652829622983987,0.22350157647483412,0.6168179053746855,0.19612075104046905,0.10993016149133943,0.5599662958886789,0.2249121429957157,0.05391934590733439,0.6112992108025092
50,46.93771696646149,4.017784575180059,0.29741522390395403,57.83545946053855,0.00980002,0.11422210622517928,0.30596570203268114,0.5920276347047849,0.27031643745018685,0.22572043689226848,0.5982274379473633,0.19567512772489176,0.1035487983930112,0.5419642326793858,0.22704828497611257,0.05357432449156928,0.6058365599704897
51,45.25882364781239,3.5061319492710434,0.2983311200514436,68.5511421067619,0.01,0.11771784864812287,0.31443725212106094,0.5791300927852981,0.27109421185111915,0.2276027902164473,0.5781367302955379,0.19533016124508223,0.09735395465891168,0.5245550932944227,0.22909192165999487,0.053450155881607474,0.6008539350621895
52,44.92128481790053,2.7512861452607016,0.2965222040656954,61.72796024382461,0.009999878165711622,0.12152552417259374,0.3222978217866077,0.56753485723385,0.26937457434720624,0.22913490202705494,0.5572912961211487,0.1950779761736154,0.09147716076950761,0.5080776055350922,0.23100774877792773,0.05352143903582358,0.5964020327687398
53,43.412479313351774,1.930956814181431,0.2985150101594627,55.70172929945447,0.009999512668784518,0.12570789919603043,0.329582839337534,0.5571030627427557,0.2656289142538126,0.23039257285797068,0.5359763918406547,0.19491905600416243,0.08586936990840172,0.492380527156386,0.23281252079545908,0.05379213621896659,0.5924364023070389
54,43.046953165093356,1.4262993639871562,0.29778357897885144,32.609311576043325,0.00999890352703249,0.1315085354407036,0.3363259133025216,0.5477119073232983,0.26101924910284435,0.2314641079663799,0.514338650356142,0.19487661206771764,0.0803326494351256,0.4770076567330964,0.23454605721912922,0.054343959904626114,0.5889443057111364
55,42.756820849781064,1.1788804285190835,0.300794969080016,55.47967565813441,0.009998050770144252,0.1387468531694237,0.3425244500558477,0.539252600497,0.25858360204033287,0.23243991616222998,0.4946545873276478,0.19489342790356934,0.07514285826173112,0.4625336974590691,0.23617470467788793,0.05501361363131723,0.5858360854657869
56,41.221637056818544,0.9774578569968342,0.28581875190138817,54.16965939150626,0.00999695443968197,0.1472037011733966,0.34821706329774194,0.5316285998886017,0.25802100393181354,0.2333317916899776,0.476764130661563,0.19496474902994598,0.07028761914039282,0.44890963305249354,0.23770625994764502,0.055787268689329546,0.5830739198005652
57,41.41173572384703,0.865770187837375,0.30496826209127903,55.54889889048348,0.009995614589079242,0.15674665021206968,0.3534386591753163,0.5247540945123842,0.2590622104763808,0.23414363657231393,0.46048207584793593,0.19507672451710664,0.06578432056957785,0.4361709293678963,0.23914458015207188,0.05662626680138239,0.5806155234676396
58,41.574747118891175,1.0588298779120948,0.3050652309320867,39.39924117489368,0.0099940312836385,0.16739605191511686,0.35822803313264007,0.5185526928726469,0.2608602747514073,0.23485981281299806,0.4445689685268117,0.1952281508512366,0.06155992937144741,0.4241492409300589,0.24049738755039604,0.057538663368936774,0.5784363248038346
59,41.60595217246018,1.2485223200407547,0.3087962130084634,35.2310999920258,0.009992204600527814,0.17867529209900276,0.3626440259334176,0.5129562902426777,0.2608501240676834,0.23539096389926284,0.4277578641776333,0.19540928987609352,0.05761675333234576,0.4128434299471143,0.24176791480076612,0.05850440272237832,0.5765053805951733
60,41.0710202765037,1.499706494840396,0.3107578109484166,41.8634230446385,0.009990134628777144,0.19018779272226882,0.3667236444713521,0.5079040865900898,0.258917705666934,0.235698426040897,0.410406477363887,0.19560867742986818,0.053991983390124135,0.40233220620719357,0.24296424650983053,0.059523194406412586,0.5748003301054426
61,38.811642617303974,1.924078126363625,0.2950474079698324,181.9529994204933,0.00998782146927399,0.19848049910265264,0.37149383543244446,0.49972069135736147,0.25652538983869616,0.23592918766719523,0.39420579777678183,0.19579845298820303,0.05077213640990077,0.3928299363447071,0.24406494656853261,0.0604983712816912,0.5732693609207875
62,39.46293193985357,1.6853734732402517,0.29937476804479957,185.5196436516942,0.009985265234758489,0.20383560753845625,0.37687107221811045,0.48900715247202664,0.2537252588943971,0.23610477686041342,0.37904373681595827,0.19597990854113406,0.04790939116038403,0.3842351438574709,0.24508060540866436,0.061441413410897296,0.5718985800156666
63,40.337184041561656,0.9417984726076996,0.3122116238810122,182.84668466447138,0.009982466049817897,0.20658956755723268,0.3828088706449095,0.47626446645622916,0.25060535513576265,0.23624577817544598,0.3648370376910674,0.19615294462198524,0.04535969016138082,0.37645569071314194,0.24601758149257913,0.06235023371478536,0.5706717488297077
64,38.97375635790784,0.3131292432653062,0.29854363994672894,149.1085377347962,0.009979424050880543,0.20712825253371717,0.38931928606762917,0.461852949704952,0.24732123303851067,0.23636687970468828,0.3515054710710818,0.1963166264876586,0.04308044998708158,0.3694030061957846,0.2468788411251405,0.06321246565103816,0.5695710350802909
65,38.986997579045095,0.2788541714022856,0.30259943497367203,60.77873209246819,0.009976139386209164,0.20972805915755402,0.3952678250886983,0.44897561056439206,0.2456827804724221,0.23646489048232966,0.33946270875714474,0.19647421573949328,0.04101082928717768,0.362940625532435,0.24766430871332584,0.0640064642082027,0.5685772292272991
66,37.52988801215248,0.2646788460224883,0.30849177693016827,59.66397536120668,0.009972612215893682,0.21407753719096811,0.40069748780156406,0.4374569951999686,0.24550752682226665,0.2365451459050156,0.3285946936804952,0.19662561484280314,0.03912952808105156,0.35701646433385775,0.24837948617799005,0.06473282792093067,0.5676789633245604
67,36.87952624604359,0.2737602064406978,0.30287993396632373,58.10242701633815,0.009968842711843402,0.21995773188450538,0.40564835487332107,0.4271436704612616,0.2466154073023199,0.23660797187300103,0.31875820878270955,0.1967703413676005,0.03741837241067423,0.35158536792302775,0.24902899266182804,0.06539136163619094,0.566865477976317
68,36.003781466759186,0.536607050274639,0.3038021461106837,50.023351993073405,0.009964831057778631,0.227253106156612,0.4101582796222079,0.4179011740493461,0.24873905040375913,0.23664803838974716,0.30965548258099174,0.19690900669883457,0.03585711022873061,0.3465954395344779,0.24961743786541563,0.06598314001846059,0.5661274336171652
69,37.710510759147574,0.7342424660307607,0.2888269431423396,121.2151066648757,0.009960577449221733,0.23208325337958421,0.41545988401750017,0.4063324029083267,0.2504409192885272,0.23666298905224048,0.30094807768511017,0.19703843653005781,0.03445408195406683,0.34206373275345,0.25015649064461987,0.06653710419407836,0.5654644549965286
70,36.836657907323804,0.6428593250273779,0.2937377840280533,156.71858360070408,0.009956082093487582,0.2345894292987985,0.42138083033663193,0.3931925064571421,0.2515796559983087,0.23664545899161873,0.29261207583967275,0.1971597371080344,0.03319519952710969,0.337952600577525,0.2506531095880002,0.06706544289113715,0.5648722063432943
71,38.10799927543545,0.6465369120425329,0.3095763099845499,31.92045246552094,0.009951345209673482,0.2385321509469578,0.42681663221962013,0.3814723401149843,0.25128275381034015,0.2364372836236505,0.2830471498311116,0.19728474449509256,0.032026281668423515,0.3341271756741424,0.2511324921119344,0.0676357186291724,0.5643672067930467
72,37.13503540277162,0.585725173749838,0.3087522918358445,31.427588044811532,0.009946367028648461,0.24354280281008656,0.43180911558961127,0.37100651225513587,0.24946631299041938,0.23604177945188612,0.2724943012753681,0.19741291639932107,0.03094080583522972,0.3305654933958055,0.2515953886552038,0.06824227561589351,0.5639403808436009
73,37.755272646217115,0.6411407072961155,0.3081118888221681,31.646024893355488,0.009941147793042041,0.24994074288397633,0.4363887653555043,0.36165081479103395,0.24686800073288573,0.23550807206128013,0.2613769254212058,0.19754198436756557,0.02993593646932626,0.3272582967461726,0.25204055824743354,0.06887314898981428,0.5635814185654503
74,36.56711658130845,0.45846982449113516,0.30491974018514156,142.7905776736666,0.009935687757232404,0.25390047655610626,0.4416942386174535,0.35042178352113895,0.24424599903812064,0.23499183324251266,0.2510772077764537,0.19766225905345203,0.029032505582668632,0.32425609237301684,0.25245103514617895,0.06946875518039954,0.5632638179619225
75,35.07452072738783,0.28959375627799416,0.30108079011552036,125.87897312519515,0.00992998718733399,0.255698029554309,0.447695021077339,0.33771529340487216,0.2416962767614116,0.2344972184346555,0.24153210099424302,0.19777324878312658,0.028217967672131302,0.32152930378132294,0.2528265525889133,0.07001990888292937,0.5629799664116241
76,34.71848092877224,0.2595753769577968,0.3033545878715813,40.154548085825695,0.009924046361184534,0.2594291511614523,0.45316228649823165,0.3264103416397782,0.23996816877613378,0.23400811606551367,0.23238584328170556,0.1978757070327951,0.027468159703707307,0.3190217184167892,0.2531629057025122,0.0705005160215494,0.56271866546852
77,35.02002998911372,0.2843578662674382,0.3010250818915665,48.94057384967062,0.009917865568331524,0.26477717091063857,0.4581364023601902,0.3163393330671328,0.23929339079689688,0.23353944319602232,0.22389207659813645,0.197969126343832,0.026781744985811456,0.3167252176447824,0.25346131108522696,0.07091012344494721,0.5624752078096832
78,34.023403310444586,0.38757631203091736,0.3045680068898946,40.390347344575154,0.009911445110018081,0.2716326181547477,0.4626598477341717,0.30735675848999006,0.23926269637526412,0.23307149550008902,0.21573715352933656,0.198054239464067,0.026148964938918714,0.3146145074900176,0.2537252407734541,0.07125311711942284,0.5622478792286257
79,35.58324770479614,0.4367698323898232,0.3021707311272621,113.84671502505188,0.009904785299168283,0.27615684298182686,0.4680118861692013,0.2966141375878381,0.23920360535297436,0.23261877387396235,0.20815323560713272,0.19813237511193293,0.025576430246353705,0.3126958526221197,0.25396530287885044,0.07156487657809898,0.5620431848706055
80,35.13334589626751,0.4249590121021548,0.304520787904039,125.48432399334968,0.00989788646037192,0.2785249995270687,0.47407235581662016,0.28463054560202716,0.2390466735821813,0.23217523349542143,0.2010837910848107,0.19820470808458288,0.025058882650731504,0.3109518892248569,0.2541853327686162,0.07185432297885962,0.5618607450106636
81,34.81156998532822,0.45520525679164625,0.2910418580286205,31.617077400651638,0.00989074892986866,0.28267441011652605,0.47960688345707486,0.2739964828368664,0.2385468854669237,0.23163579500389833,0.19365100432351143,0.19827550487882667,0.024577435394902154,0.309333162099733,0.25439166630748145,0.07213099721296057,0.5617032997562231
82,33.59170736149616,0.48752127050288085,0.295121411094442,26.79409969815649,0.009883373055531672,0.2882434282379622,0.48466605666091844,0.26454639515075,0.2372009959806868,0.2309599696201152,0.1857199067741976,0.1983471899731905,0.024127871816341448,0.30782205734639984,0.2545900419084604,0.07240807569109588,0.5615733174953741
83,35.429364323264096,0.6564176277400577,0.32204836909659207,33.82036965835334,0.009875759196850664,0.29525026709437885,0.4892899523035382,0.2561371395267634,0.23564888763532071,0.2301885232785832,0.1776642655231193,0.1984200826644756,0.023714278955592118,0.30642226571305203,0.25478589141369523,0.07270568946976708,0.5614732773176642
84,32.44629355153466,0.65429861633043,0.3146933610551059,183.36370832695914,0.009867907724914365,0.2997742075984536,0.4945306553038404,0.24656358592437727,0.23395546310795912,0.22945359736500467,0.1702877397867066,0.19848978149031693,0.02334251850318446,0.30515144994520144,0.2549713805034128,0.07299550059986483,0.56138955484061
85,34.0496671795895,0.47204221991790263,0.31523557496257126,170.67727552553518,0.009859819022392443,0.30207875666342066,0.5003709081048627,0.23604200122516464,0.23219368552771227,0.2287496023726729,0.16350848351776703,0.19855572783466108,0.02300832177516682,0.30399734165931064,0.2551456555189476,0.07327802654193939,0.5613207088899788
86,33.10691142254773,0.41117629351643076,0.31470017903484404,26.202038078327497,0.009851493483516844,0.3059197923444449,0.5057125191244312,0.2267204580368737,0.229612292337473,0.22789253959220843,0.15632140945904244,0.1986239403116165,0.022699263297683608,0.30291910675773037,0.25531548410381777,0.07356160348984507,0.5612715134860955
87,33.69528612735105,0.40355425347216856,0.3052935970481485,33.5310226055339,0.00984293151406259,0.31137182493021864,0.5105851556774702,0.21844950802400598,0.22714091633348582,0.22698515612961692,0.14918368131087476,0.19869081382173684,0.022414705239962147,0.3019210418617914,0.25547611394091285,0.07383280712758455,0.5612345203012696
88,33.2590210606132,0.6635299122091773,0.30619356082752347,32.988718376565316,0.009834133531327996,0.31826888305025103,0.5150273794798561,0.2111002486297205,0.22477586013233997,0.22603099040170233,0.14213974424546563,0.19875561556894777,0.022152476354652485,0.3009973214423028,0.25562558723792767,0.0740835612100131,0.561205522618755
89,33.57247968179676,0.6624929436455915,0.30528056900948286,162.91469362856202,0.009825099964114322,0.32274511101785514,0.520154395489536,0.20261677266856779,0.2224754960201533,0.22514073722737968,0.1357235371107955,0.19881739425870576,0.021917330628201115,0.300158140730879,0.25576838108750516,0.07433455699125809,0.5611874678257374
90,34.04430684437235,0.3841671514889953,0.30727247800678015,162.76454645569757,0.009815831252704892,0.32503407307420484,0.5259082651153867,0.19326853712732361,0.22025226093165642,0.22431018088063537,0.12986560279945558,0.19887640675364274,0.021706649965059065,0.29939564317031114,0.25590490682061573,0.07458494137600434,0.5611790824876196
