i,K,obj_val,grad_sq_norm,opt_dist_sq_norm
0.0,31.0,0.015733678210177914,0.00021134537548126356,16.436630884722835
0.0,32.0,0.014673424056352283,0.00018888928958865536,15.872927436059218
0.0,33.0,0.013725492139499782,0.00017087770097647768,15.334669522210353
0.0,34.0,0.012868655363871377,0.00015616743604040186,14.819318332421965
0.0,35.0,0.01208464481715959,0.00014365155219711302,14.324722555964618
0.0,36.0,0.0113588091328846,0.00013248477445990925,13.849099690293471
0.0,37.0,0.010680190095727777,0.0001221800607571768,13.391006545893035
0.0,38.0,0.010041013801148016,0.00011257096350186225,12.949299599248477
0.0,39.0,0.009435835330106888,0.00010368375431141538,12.523090084970681
0.0,40.0,0.008860661083331892,9.55877305509238e-05,12.11169987771028
0.0,41.0,0.008312309836708368,8.828564238907467e-05,11.714622690195977
0.0,42.0,0.007788119988017393,8.167595466198321e-05,11.331492217180516
0.0,43.0,0.007285949635066036,7.558179162349751e-05,10.962056114065225
0.0,44.0,0.006804316268500907,6.981522404134718e-05,10.606153199852093
0.0,45.0,0.006342510758947088,6.423899761693694e-05,10.263691322950685
0.0,46.0,0.005900579133096841,5.879892143132503e-05,9.934624515387243
0.0,47.0,0.005479152861378599,5.351960113307005e-05,9.618929609586552
0.0,48.0,0.005079180694644165,4.8473468044678394e-05,9.316583673541555
0.0,49.0,0.004701646985000587,4.374142334679904e-05,9.02754404038811
0.0,50.0,0.004347351040551884,3.9381901153361074e-05,8.751732377919238
1.0,1.0,10.875177940035549,6.335439780972522,182.59431666102753
1.0,2.0,5.824365057356772,2.451037113873357,145.42904468185787
1.0,3.0,3.2998973050815885,0.9961275483086296,119.59423241548056
1.0,4.0,1.9937818754291636,0.43623022852805515,101.19183666058554
1.0,5.0,1.2844076323714761,0.20823415126990114,87.63317056524457
1.0,6.0,0.8781982243389338,0.10948851921954038,77.27953183712106
1.0,7.0,0.6315373562223574,0.06332346939470093,69.09820999940594
1.0,8.0,0.47258240827052267,0.03962305939706689,62.43917819406211
1.0,9.0,0.3645113035603294,0.02637082806855161,56.88834477723366
1.0,10.0,0.2875145296764827,0.018452056192828147,52.17532650257104
1.0,11.0,0.23035735037975946,0.013405379901617116,48.119213776835615
1.0,12.0,0.18649409301943373,0.00996139649095824,44.59630849756171
1.0,13.0,0.15206288171561413,0.007485579888168101,41.51930486411982
1.0,14.0,0.12468899814498717,0.005667884730382093,38.823342146260934
1.0,15.0,0.10277859254667218,0.004331501720341926,36.457215030497906
1.0,16.0,0.08516406543193647,0.0033455546936160697,34.37842354061844
1.0,17.0,0.07095778971235399,0.002606189104820647,32.55057962105876
1.0,18.0,0.05948683593269529,0.002040249961395571,30.941929902780423
1.0,19.0,0.05023939237581763,0.0016038260328873617,29.52432746928096
1.0,20.0,0.04281032605174761,0.0012713921802975448,28.272482797848003
1.0,21.0,0.036859252440167245,0.0010235052451701278,27.16352195622759
1.0,22.0,0.03209108605938361,0.0008404131475186097,26.176832656245935
1.0,23.0,0.028254832324512785,0.0007025771950979037,25.294068629245533
1.0,24.0,0.02514781363983328,0.000594296954986464,24.499148567849574
1.0,25.0,0.02261449684268851,0.000506164015182962,23.778150019476413
1.0,26.0,0.020537000283858117,0.00043451733548255616,23.119100829712487
1.0,27.0,0.018821325028387126,0.00037869329795204524,22.51174071768964
1.0,28.0,0.017385600791216104,0.00033800407093815806,21.947332311106543
1.0,29.0,0.01615451858088932,0.00030998505539960497,21.418558457158376
1.0,30.0,0.015060251609520188,0.00029035540216821145,20.919487184678335
1.0,31.0,0.014047114694550073,0.00027418012467902666,20.445549586660253
1.0,32.0,0.013076230705975024,0.00025732736739912296,19.99347261969714
1.0,33.0,0.012127400477174656,0.00023746203558301467,19.561132712840653
1.0,34.0,0.011197237379022156,0.00021424937617841954,19.147330858980293
1.0,35.0,0.010294365164213129,0.0001888729868805932,18.751518954828878
1.0,36.0,0.009433419231131859,0.00016321934304402289,18.37352073546215
1.0,37.0,0.008629608729797532,0.00013910499357754633,18.013287586146916
1.0,38.0,0.007894971560466627,0.0001177896037128623,17.670715174571384
1.0,39.0,0.007236625652065721,9.983536692225771e-05,17.34552903754233
1.0,40.0,0.006656657246340778,8.523020167821243e-05,17.037232555172555
1.0,41.0,0.00615297034321136,7.3629903344879e-05,16.745102524522025
1.0,42.0,0.005720440077556701,6.458759231026679e-05,16.468215862839873
1.0,43.0,0.005351937500087985,5.769497075694594e-05,16.205493717468944
1.0,44.0,0.0050390674995839406,5.2622524224110774e-05,15.955753674694531
1.0,45.0,0.004772668610537422,4.908960362718761e-05,15.717764637240089
1.0,46.0,0.004543213642455448,4.681129168360467e-05,15.490301197930092
1.0,47.0,0.004341234353324414,4.546139425440573e-05,15.272194982012245
1.0,48.0,0.004157817537941424,4.467087177225411e-05,15.062380148207481
1.0,49.0,0.003985136100655722,4.406003529825228e-05,14.859929885033695
1.0,50.0,0.003816924984687918,4.3288730181025665e-05,14.664080945532392
2.0,1.0,10.05431075202132,5.653366434909508,184.42980562400157
2.0,2.0,5.553461872408607,2.182253200553053,149.86592905082568
