iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7,tau_8,sigma_8,theta_8
10,35.88394016196417,4.890383215483664,0.8761111020576209,187.55086632564263,0.0018008199999999981,0.0956201892636913,0.10708016757931434,0.9820968165137857,0.09562096153834715,0.10708511496554116,0.982094938228571,0.09562269727847435,0.107096074377592,0.9820938360580157,0.09562607420270813,0.10713704867097866,0.9820933264032794,0.0956863564714139,0.09581498053765163,0.982174185185254,0.10704272756527132,0.09553381746391412,0.9819005600728073,0.10704668458036769,0.10704692805512946,1.0180628917047136,0.10703141061001455,0.10702948151155474,1.0180038417705524,0.10701235907933976,0.1070063061145835,1.0179345535471114
11,34.41018878237042,3.7338780097879716,0.8761767470277846,191.75307180842003,0.0020007999999999988,0.09438657752221791,0.10838993177976701,0.9781739420163569,0.09438605883357282,0.10839837119300394,0.9781701196232613,0.0943864726361775,0.10841651205542964,0.9781680004422104,0.09438834517195695,0.10848227693803496,0.9781673779353033,0.09447454291521329,0.09473460542608783,0.9783021628528924,0.1083257834561521,0.09426307655615344,0.977863144234318,0.10832901279935254,0.10832997429757157,1.0220510720004878,0.10829971827370574,0.10829552730654242,1.021935985206396,0.10826553964716598,0.10825362778803385,1.0218098221000131
12,35.060963348383716,2.5927974706500607,0.8702173801138997,161.29377075477484,0.0022007799999999994,0.09304311861876155,0.10984264382120264,0.9738680844555907,0.09304209102156831,0.10985547528594015,0.973863262262988,0.09304232960919827,0.10988316515160759,0.9738613441013204,0.09304442621968405,0.10998211788807905,0.9738621437847399,0.09317789208348785,0.09361391917363464,0.9740764903782749,0.10972697812171635,0.09286303344251559,0.9734063998535581,0.10972739341251848,0.10972801658895545,1.0263996076923145,0.10967736896887216,0.10966729642489725,1.0261999633674503,0.10962157930699763,0.1095978886963991,1.0259915569038733
13,33.46414286675854,1.571685670145329,0.8703483222052455,151.39934899979284,0.002400759999999999,0.09159383222592235,0.11144216942485259,0.9691808810517409,0.09159372573357136,0.11146013830422408,0.9691773344468085,0.09159593116241095,0.11149979962203216,0.9691784636434552,0.09160174231913136,0.11164131631651535,0.9691843767984638,0.0918154814106165,0.09247769214455932,0.9695119332572345,0.1112366426544761,0.09133328425179342,0.9685253524881751,0.11122857343876354,0.11122646496172824,1.0310720247035818,0.11114874605352583,0.11112639100049432,1.030747698744444,0.11106300668916488,0.1110184570441569,1.030423995205848
14,33.08317985074995,1.2452362494786067,0.8684714219998568,104.5624322756943,0.00260074,0.09006403525486212,0.1132038399240351,0.9640793692732169,0.09007802702635291,0.1132243455743252,0.9640900990026845,0.09010335586130461,0.11327432859023381,0.9641103966499298,0.0901535826981666,0.11346298752013545,0.9641429803166538,0.09061644086484658,0.0913438749245396,0.9646183561290551,0.11286493865490112,0.08966743445720263,0.9631695763923901,0.11283091879597766,0.11282540172617482,1.0360814206550697,0.1127013876143347,0.11265652007265055,1.0355426708400997,0.11257462174016696,0.11249464102355954,1.0350589259448102
15,32.58697259657067,1.2220490679455438,0.8703737049363554,67.06274512912887,0.0028007199999999996,0.0887495023122074,0.11510069772030235,0.9586642401674756,0.08890471452429713,0.1150943136243702,0.9587825572340873,0.08914127732921165,0.11511157964700422,0.958956078152696,0.08952394774447414,0.11527436290323839,0.9592191416608812,0.09039986177640981,0.09024588528017297,0.9595260748925595,0.11467520122648032,0.08789357636047569,0.9573536788570958,0.11459415254427832,0.11458507332451905,1.0416115779539696,0.11438287066635812,0.11430392126922012,1.040738244008963,0.11419104889728002,0.11405583550588091,1.0400030892022436
16,32.457036510016756,1.1726818425850405,0.8664406270254403,71.63336128194383,0.0030007000000000002,0.0876408809920229,0.1171341215719546,0.9529479486308495,0.08804762776534977,0.1170703598062357,0.9532678724523072,0.08862666686430602,0.11700813594510644,0.9537352974091975,0.08946516482351266,0.11706076918434859,0.9544490311787422,0.0908339679578066,0.08919396824012873,0.9544437244227459,0.11666647955530539,0.08598473517022709,0.9510367796808595,0.11651516544336833,0.1165014085863245,1.0476546795273916,0.11618611805650207,0.11605652513839944,1.046312572517536,0.11590369068268125,0.11568590923429908,1.045228416471542
17,31.38203937352904,1.1049999935663295,0.8665198790840805,69.42846230368067,0.00320068,0.0867300238122724,0.11931071268181472,0.9469275173014594,0.08748565138170049,0.11915856949270867,0.9475411786221982,0.08850203219886218,0.11896686252834819,0.9484471720066543,0.08985314702762656,0.1188174443402878,0.9498429309302685,0.09171347725500129,0.08819132874718925,0.9493815707536045,0.11883842485500723,0.0839400899081272,0.9442181997149067,0.11859527415380106,0.11857526035776772,1.0542062393902056,0.11811289768525197,0.11791667630294411,1.0522686563259926,0.11771259474393764,0.11738570601062781,1.0507339580576074
18,32.0947369291658,1.0361693358056634,0.8616127700079232,70.02732126113176,0.0034006600000000007,0.08605657394944385,0.12161687254928913,0.9406545362863868,0.08724396114459988,0.12133764874342498,0.9416668735583764,0.08875774927650754,0.1209516969720436,0.9431792322590503,0.0906214990363767,0.12053983211847527,0.9454080449232648,0.09295269858175126,0.08723465132394961,0.9443323147936706,0.12118399693150936,0.08176751664269051,0.9369220195610078,0.12082737782558997,0.12079365991409696,1.0612240141625544,0.12015859351262292,0.11986842223470062,1.058557346206619,0.11961845919952034,0.11913755957428011,1.0564693021006533
19,32.27767707472005,0.990238745726402,0.870675949845463,69.4914396764174,0.0036006399999999996,0.08568215222237208,0.12401552454151582,0.934238921031248,0.08735913853571473,0.12355457949409063,0.9357868014114845,0.08939101924232325,0.12288389289171242,0.9381211970192711,0.09171652118037094,0.1222219412249715,0.941149184635483,0.09446700161995576,0.08631199265925799,0.9391265221212751,0.1236762903244608,0.0794836010814459,0.9291983416922239,0.12318316200123734,0.1231355867733891,1.0686468512171101,0.1222916393144718,0.12188936986510876,1.0651163968404036,0.12158661327219178,0.12092074091534145,1.0623807425546432
20,30.580117560512022,0.9631144795380842,0.868279340909794,59.00511454572213,0.0038006199999999993,0.08558044945251268,0.12653603263757424,0.9276128659853595,0.0878023226344319,0.12582896909124988,0.9298533999849136,0.09036881892521484,0.12476074425463192,0.9332777999332691,0.0931069489287314,0.1238637916774558,0.937068771078622,0.09612809770258116,0.08538469345438315,0.9333673843014482,0.12633594388674585,0.07708830826693382,0.9210295989507363,0.1256788544454895,0.12561703943317867,1.0765292014831565,0.12452271857172029,0.12398276142845216,1.0719814238106478,0.12362841160547355,0.12273414688339516,1.0685044549524008
21,29.751661004925054,0.9423698250913312,0.8700286638922989,53.98764685375114,0.0040006,0.08573545284955628,0.12919685417240628,0.9207370658760241,0.08855327156543417,0.1281733054487716,0.9238348031534845,0.09166692275808953,0.1265803752800836,0.9286497654452387,0.09477090719244653,0.12546440538376924,0.9331676252434413,0.09781425479807783,0.08437093100120217,0.9268746053676917,0.12916104123753996,0.07459639661207954,0.9124525668981945,0.1283074781700299,0.12822553542039297,1.0848446917591843,0.12685303453861266,0.1261415537036547,1.0791563261496375,0.1257484597677034,0.12457130516381353,1.0748552103964921
22,30.881060491138637,0.9277843920152335,0.8659189571626484,56.15848289580287,0.004200579999999999,0.08615678546938217,0.13199015548728094,0.913638605630543,0.0896082217076789,0.13058031779350185,0.917745441792727,0.09327215662874314,0.12834029121011076,0.9242363114908876,0.09669931949642808,0.12702080922571712,0.9294453350906565,0.09949383070750584,0.0831844945825965,0.9196759848422782,0.1321165688026584,0.07204343935911169,0.9035822230623679,0.13104707765629642,0.13093814094019163,1.0935245241138112,0.1292613261768703,0.12834668210414404,1.0865759189890318,0.1279253649723833,0.12641290100185995,1.0813664881190739
23,29.583796877023804,0.9174797292876825,0.8634779900312424,52.196221954473216,0.0044005599999999995,0.08681023325423438,0.13494841750383776,0.9062407730662662,0.09094344785623376,0.13307331461317132,0.9115226083883392,0.0951696476450745,0.13004095212620845,0.9200349236259814,0.0988803140481943,0.128535101010957,0.9258998721807066,0.10106531233171008,0.08170881352169182,0.9117212585255244,0.1352185849701466,0.06944410071702771,0.8944523785518187,0.13391754354147362,0.1337749557328178,1.1026403890507626,0.1317559044031647,0.1306006403614912,1.0942725150601615,0.13016478823898103,0.12825163283407026,1.0880573547137755
24,29.637316213680165,0.9108089530125029,0.8628794248215854,53.058763597688454,0.004600539999999999,0.08769623320577971,0.1380723672843823,0.8985467003095822,0.09255580110637764,0.13565131696940155,0.9051605978365531,0.09735422395073977,0.13168113534492334,0.9160421977021708,0.10131222476415461,0.13000541194008583,0.9225285819537247,0.10252690536109903,0.07989481086263646,0.9030768078059842,0.13843808318530446,0.06683716133342174,0.8851887010028742,0.1369040669060564,0.1367216451654108,1.1121535328951382,0.13431909262715203,0.13288292995731327,1.1021919975284975,0.1324539586648927,0.13006953269656876,1.0948888685840015
25,29.18213428439144,0.9073734035449115,0.866957652149722,54.77767235141651,0.00480052,0.08883037260201147,0.14134448842977443,0.8906035986489509,0.09445081248460291,0.13829948526426572,0.8986868713861137,0.09982563686017602,0.13326001195180348,0.9122537542003885,0.10399986115108706,0.1314305311014009,0.9193279218620322,0.10394182956842984,0.07774607133732933,0.8938496432624868,0.1417590541391535,0.06426649893421349,0.8759312029201332,0.14000879087767515,0.13977831818498754,1.1220560193595701,0.1369692953066332,0.13520970328061951,1.1103881904909811,0.13481745467794262,0.13188980657438326,1.1019400750659238
26,29.20637023785257,0.9051377071901712,0.8629821131471545,55.44965683548758,0.0050005,0.09019281289865459,0.14478566940230972,0.882359055273224,0.09661815717338901,0.14103090907220028,0.8920534279230653,0.10258060437638826,0.1347777145012863,0.9086643906992492,0.10694241216737953,0.13281001152461128,0.9162944319018955,0.10530777505586748,0.07527423165394713,0.884077684056881,0.14517689933190228,0.061770908333359194,0.8667943840325545,0.14321036132040812,0.14292324646303725,1.1323016339003988,0.13968024514133348,0.1375453479134755,1.1187840042285717,0.1372339631604243,0.1336756868888926,1.10914475975429
27,28.59393478165913,0.8999173962583016,0.8629727740772069,55.97367633672354,0.0052004799999999995,0.09177640972237634,0.14840334894119261,0.8737946691872003,0.09905488965266808,0.14384869700036088,0.8852364671147122,0.10561917758064888,0.13623514024895994,0.9052682124570348,0.11014273478006799,0.13414497930240318,0.9134248978254206,0.10664696969528985,0.07251174137073915,0.8738149764889244,0.14869008909670645,0.05938944465860537,0.8578989190158128,0.14651438831682526,0.14616657847331205,1.14290928910392,0.14245112537539553,0.13989534903667783,1.1273789196039041,0.1396995243500138,0.13543135531800318,1.1164921998266635
28,26.67736261135376,0.8919553971200479,0.8670953509863466,52.32203597839016,0.00540046,0.09355075410931678,0.15223064207752834,0.8648265060497934,0.10174792590175925,0.14677407353426117,0.8781573998448973,0.10893892750819008,0.13763329189984436,0.9020588861817548,0.11359495050718937,0.13543571940298663,0.9106721688493487,0.10791711536351682,0.06949325149643087,0.8630455928596926,0.15231228856111434,0.05716265043401684,0.8493586920890906,0.1499229883141039,0.1495084987270688,1.1539118536077588,0.14527589151446355,0.1422360657252642,1.1361625985406225,0.142215178111339,0.1371285904767756,1.1239876702839473
29,25.606660427477763,0.8864526144502514,0.8626600888092071,50.17239427564474,0.00560044,0.09548598161105504,0.15630003993917116,0.8553759795406494,0.10468580952721816,0.14982805695935747,0.8707367560290317,0.1125381298377227,0.13897453065036014,0.8990295162542027,0.11728148088673936,0.13668019042116614,0.9078405427868285,0.10911165537008279,0.06626115033145777,0.8517812267497353,0.15607150643731865,0.05514276847005495,0.8413171170369307,0.15345567211135092,0.15297313937670493,1.1653633792011155,0.14815454904989717,0.14458340880750983,1.1451354827245361,0.14476802922586055,0.13878085743110263,1.131592148788278
30,26.951947877293527,0.9850967229876013,0.868139318190515,38.667638809814015,0.00580042,0.0976098930361757,0.16065965143813246,0.8453303862122578,0.10788050339140721,0.15303970986148502,0.8628640908308168,0.11639477589857605,0.1402599727577372,0.8961731484051886,0.12071606434750481,0.1377869869606201,0.9022574467944822,0.11028833527125546,0.06284889254423826,0.8400322165794695,0.1599550306841569,0.053334424714766425,0.8338063149653095,0.15711512788927964,0.15654322952790983,1.1772958987091475,0.15112485521928534,0.14691310085000264,1.1544248859346389,0.14743372775058486,0.14037002874463775,1.139547947827936
31,26.553794419878894,1.0843823740964311,0.8609863671008497,35.489719715692864,0.0060003999999999995,0.09982365899628887,0.16533079749555127,0.8346645319780106,0.11123566789876384,0.15642534843864883,0.8544912831593515,0.12039357645996995,0.14150511978579292,0.8934798933885258,0.12315465205122186,0.13837073896340318,0.8939478471833849,0.111451659435051,0.05929454862667419,0.8279029053936944,0.16402984934038484,0.05172765871259101,0.8268025890244262,0.16104826137215006,0.16037371956341792,1.190097493264356,0.15429826651308715,0.14937515003071855,1.16438148431529,0.15028350929166498,0.1420127469614687,1.1480776188010962
32,24.21689250898421,1.1587382948304623,0.8740276608150452,37.10181102029913,0.00620038,0.10193451542401076,0.1703130801870865,0.8234042306879278,0.11458401537170776,0.15998544154893968,0.8456108348760542,0.12438262777244735,0.14272102225885275,0.8909396525647405,0.1243638641678349,0.13804537242284368,0.8836308595794866,0.11260576195495299,0.055661451319175326,0.8155599408234656,0.16835372851671623,0.05031794235135589,0.8202856655957418,0.1653417414629223,0.16456906164222948,1.2039727140196694,0.15773808974519837,0.152059282594921,1.175189557915063,0.15336386867142218,0.1437780950586298,1.1573203214339953
33,25.61691823647541,1.2044367549791397,0.8718811338767409,37.6599494169233,0.00640036,0.10401290970833049,0.17560306946118212,0.8115780202332857,0.11798872304467628,0.16371121525701612,0.8362293778599905,0.12840776230609527,0.14391148100764561,0.8885474106871946,0.12453274199671455,0.13666511030463818,0.8717223356516,0.11375067372008844,0.052026975665095614,0.8031954252013611,0.172956807984904,0.04909877020514453,0.8142351226592224,0.17003806464595908,0.1691675410264398,1.2189959096666532,0.1614964481401125,0.1550050219522315,1.186984582352311,0.15673228358042918,0.14570845027426893,1.1674431874514766
34,26.576768100537528,1.2260376814904028,0.8693578250240535,37.43843904362514,0.00660034,0.10615470945903095,0.18120320840317783,0.7991980292601372,0.12154393889535826,0.1675950109429861,0.8263424079325077,0.13255072832312711,0.14507591805713385,0.8862987952446999,0.12387657564224565,0.1342781019661728,0.8585207831960567,0.11488492121672969,0.04846595856160102,0.7909833455131183,0.1778336321334309,0.04805714191894415,0.8086272612557622,0.1751416493517922,0.17416608939880668,1.2351571255332037,0.1655889352136377,0.15820219619014025,1.1997938452417265,0.1604182549338651,0.14779379556036307,1.178521967882208
35,25.09821243215505,1.223126708428248,0.8663451590109617,36.69697667332236,0.00680032,0.10830296896578545,0.1871217814607585,0.7862682721452541,0.1252113012431553,0.17163073330415546,0.815944948369809,0.13677513166796373,0.14621848964689904,0.8841899423406364,0.12244535707536423,0.13096297371340593,0.8442132235658375,0.11601069534833977,0.045033082268782915,0.7790368607936006,0.18300357653258942,0.04718773614921768,0.8034418606032074,0.18067000611355097,0.17958763606619485,1.2524635908611792,0.1700242409243402,0.16167817020805103,1.213624096538997,0.16441847172920523,0.1500587246729451,1.1905323395474599
36,24.07204532458908,1.195974129885333,0.8624091318342835,35.46437378776504,0.007000299999999999,0.11046234433642417,0.19334101040490284,0.7728548454111226,0.12900558817979244,0.17575485754851264,0.8052334861396787,0.14104155357651374,0.14734647612140453,0.882181276692152,0.12028555260648864,0.1268341805805646,0.8289368783526138,0.11713365780424168,0.041777915401142084,0.767448772379095,0.188511190813346,0.046493071649621,0.7986638731326545,0.1866624418278227,0.18547678789671615,1.2709811736309846,0.17481196028734955,0.1654604398215554,1.2284880891243217,0.1687319634994471,0.15252312512519522,1.2034584285348453
37,23.114306461278883,1.1535405096653186,0.8571250720415264,32.80856145446443,0.00720028,0.11290240609831263,0.19971851105609914,0.7593102245385303,0.1331440266774138,0.17974845072498924,0.7950857362051377,0.14537857291651657,0.1484644499109378,0.8801743096547815,0.11750012549033674,0.12202601811318546,0.812827609388404,0.11825914893464967,0.03874011562849079,0.7563037746939679,0.19442794016353515,0.04597065296808898,0.7942743349192272,0.19319059098718336,0.191870184381762,1.2907404571881416,0.18004543623832278,0.1695803813180092,1.2444321061733823,0.17346187528351492,0.15521085415389052,1.2173161447292358
38,22.784418563721662,1.150635612747682,0.8571349459234625,32.00421903525535,0.0074002600000000005,0.11561924702006275,0.20627652995097423,0.745567204129782,0.13764678250197757,0.18359330167204205,0.7855456921433607,0.1497505706664438,0.14956340714190003,0.8777551292940087,0.11418803514378265,0.11666885362491991,0.7960232975734848,0.11938342369554568,0.03596256691682721,0.7456897087148678,0.20069074860908862,0.045618118854131126,0.7902586251423174,0.20015957066018356,0.19869872950527476,1.3116423039981957,0.1855899404563711,0.17393640040264768,1.2612899471882333,0.17847488481889093,0.15803018066967223,1.23199989061788
39,22.978409369321298,1.2694232486868544,0.8592320238240063,28.893477044000097,0.007600239999999999,0.1184332274659735,0.21304117441492393,0.7315617172586539,0.14230131196201234,0.18728021969603317,0.7766600527018532,0.1531753149625036,0.1505984262420657,0.8703945083467007,0.11042643859686607,0.11085295278351306,0.7785944478175904,0.12050852069162173,0.033477353589663646,0.7356695578118004,0.20731993463372617,0.04543918786992068,0.7866038825473499,0.2075851402820678,0.20597813333106785,1.3337249951265566,0.19148244159999026,0.17851752745047617,1.2791562877393403,0.18384639049843757,0.16097659528544997,1.2477204550882557
40,22.043183173595697,1.3075994631502965,0.865653813816607,43.30698287588548,0.00780022,0.12096870804532169,0.21979457903508204,0.7178169934090264,0.146563130633472,0.19080603864742657,0.7684028550926384,0.15483621679733212,0.1514264418558173,0.859058885878971,0.10654782321431364,0.1048678883562742,0.7611816496364713,0.12161254542277361,0.03127674451770521,0.7263238018936633,0.21417079374644132,0.0453751871430925,0.7832588398642005,0.2153775101403297,0.2136138424426176,1.356686926148845,0.1976684175661995,0.18336192376340163,1.2978330884979132,0.18947891786960763,0.16412304400862032,1.2641806966992888
41,21.475913707272298,1.261929363829831,0.8596295020543039,53.400340223654005,0.0080002,0.12307827562258658,0.22649951310800637,0.7044010794747348,0.15026436965597442,0.19417753598984094,0.7607279481960019,0.15493681790079578,0.1519644204543287,0.8450512247228064,0.10263586192439479,0.0988472599099222,0.7440255596401332,0.12268859477217464,0.029342151269545876,0.7176463124220153,0.2211633015031974,0.045406307847377717,0.780196222526114,0.22343183902267394,0.22152099862330532,1.3802638966434437,0.20396890243847315,0.18837308228735145,1.3168110058668425,0.19517953067860241,0.16738504133348667,1.2807993979865488
42,21.82605478751985,1.1620389169804946,0.8609613939188421,45.69488287018247,0.00820018,0.12489063090476002,0.23321003179616956,0.6911557107399938,0.15354921165212201,0.19740476050196082,0.7535902942049081,0.15366073904492744,0.1521305483865879,0.828904947059568,0.09875977967093204,0.09281512678880702,0.7271317425443043,0.12374078800079999,0.027654026529102545,0.7096060275430665,0.2283490605035168,0.045536438275304555,0.7774069485233331,0.23183294013116582,0.2297455067696454,1.4047066429476793,0.2105388593631791,0.19359242275443989,1.3365561402830988,0.20112966268795596,0.1708045592247408,1.2981361013537014
43,21.07503791100168,1.0378074410723848,0.8666775559540838,45.687041051081735,0.00840016,0.12634641149365494,0.23995701067735223,0.6779825140978826,0.15638382472953113,0.20049031873518147,0.7469532183700033,0.15120249729380894,0.1519319529964232,0.8110778908669001,0.09495030817259359,0.08684077550364078,0.7105742148193691,0.12476608875300363,0.026184971203180238,0.7021604990139577,0.23566286973505435,0.045757534723226,0.7748754035503701,0.24045594008256738,0.23813928481185354,1.4297398709836653,0.21731740688347576,0.19887541595789074,1.3569041276794558,0.207321628238529,0.17427568914995137,1.3161669335469133
44,21.48819874392185,0.926738450887111,0.8631284718867391,31.976231270288487,0.00860014,0.12782924235773585,0.24689799884513702,0.6644873841114206,0.15924917718556247,0.20343608066541374,0.7407844261771463,0.14776589306897098,0.15133411130122337,0.791776023228663,0.09129933154521475,0.08090395206878817,0.6942395488629425,0.1257663528015471,0.024907255823548118,0.6952553059739355,0.24310329451723878,0.04607394553549894,0.7725972962723844,0.24927666884793248,0.24660580673587845,1.4554146453356376,0.22447111351321725,0.2041228772013748,1.3783363075163089,0.21404592853463378,0.17775490041290384,1.3357194485714894
45,20.67157150211409,0.8438647203797196,0.8583397569600493,27.297314605953968,0.00880012,0.12947360751221051,0.2541528084934179,0.6504093718149226,0.16238985799825578,0.2062395420846582,0.7350541451517449,0.14356126897907195,0.1504157321045796,0.7712599703203942,0.08786046780924685,0.075052603197058,0.6781366526085673,0.12673695985079844,0.02378890475390326,0.6888323214805021,0.25056265998853594,0.046475444714679855,0.7705573933848759,0.25807511476954526,0.25488797721420586,1.4812196080388058,0.23192942596757893,0.2091410970965065,1.40068073283448,0.22127800090048816,0.18110874320959505,1.3566918875089446
46,18.88203646992691,0.7866291680535356,0.8618742960970849,25.579425003154814,0.0090001,0.13101143493742587,0.2618463628624123,0.635511332766536,0.16569238665504987,0.20888737680151917,0.7297375332135516,0.13871272188886882,0.14929629068612776,0.7498212012435457,0.08459033976605439,0.06934261047918355,0.6622962941942647,0.1276666279078838,0.022800154829393602,0.6828380792079336,0.2577782249723341,0.04694187471247279,0.7687383308593893,0.2662889025826376,0.26234773233693953,1.5057476693396108,0.23959813978597824,0.21350040120886776,1.423787316960082,0.22899826395931167,0.18405376003241358,1.3790040800270775
47,18.824980875583073,0.7602210144237355,0.858812561025843,22.398435137033076,0.009200080000000001,0.1330182567917568,0.27015559436771325,0.6195315364840982,0.16999128838022237,0.21136728005869293,0.7248120681624237,0.13391129802616877,0.14812462304545035,0.7280153003387866,0.08162082175200444,0.06384864857150604,0.6468024601208517,0.12855116535025182,0.02191608086603326,0.6772246540030545,0.2646209919461893,0.04745842379774054,0.7671231532246574,0.2736785294715726,0.2686824102809859,1.5283173014212992,0.24766088579199755,0.2171654379798947,1.4481809052776256,0.23730708842973303,0.18661696632451524,1.4028990714024456
