iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6
19,44.707824647276134,1.6218602506230306,0.6519567689392716,82.0066055526712,0.0036006399999999996,0.08599007493536592,0.12395305644997849,0.9345086501224108,0.08838715967266667,0.12358600103745458,0.9357855001963173,0.09136277854194905,0.12298165312573295,0.9379500998028083,0.09459416729426198,0.12217489199651443,0.9413399275634334,0.09964574345399348,0.08563085155221901,0.9351631418464785,0.12451184100549706,0.07945868459005151,0.9291334166673356,0.12428874020130877,0.1239796350112383,1.0703203638809478
20,42.33179582170305,1.5756626956673339,0.6517817401327193,75.59589218087658,0.0038006199999999993,0.08601434439951902,0.12646940315815053,0.9279082264941565,0.08913732258111559,0.12588978086901917,0.9297791632947614,0.09277024577097523,0.1249036665710207,0.9329964963932155,0.09644114665049443,0.12380399131556348,0.9372815376340915,0.10162942459170764,0.08431499000746095,0.9279238623708238,0.12734587171725917,0.07708619189305521,0.9210526496485716,0.1270397062321162,0.1266469119810699,1.078490616222843
21,41.143728634811616,1.537143412638666,0.6501132999546826,73.15543468528462,0.0040006,0.08632156124541863,0.1291089342554413,0.9211018683528683,0.09021863991212245,0.1282544206237261,0.9237067228669197,0.09450142970877481,0.12676695776518712,0.9282634132769135,0.0985601362831998,0.12539239901170668,0.9334013447092228,0.1036809663935057,0.08279252006982922,0.9201276466923631,0.1303582912159338,0.0746455079926859,0.9126524252948367,0.12996911568072367,0.1294797190508621,1.0871524717537318
22,42.63506120506571,1.5080864630699928,0.6617839829996228,78.63412414971883,0.004200579999999999,0.08692073036949409,0.1318597213427837,0.9141241595441443,0.09162280584897828,0.13066934224552673,0.9175886818558515,0.09654221041063515,0.1285686919412504,0.9237500672184533,0.10094724970796146,0.12693676685115576,0.9296989691421083,0.1058540647386472,0.08103010470774356,0.9118427809810408,0.13350890847217992,0.07218268321754247,0.9040803798045163,0.13305442670712905,0.13245593311868523,1.0962364113054717
23,40.793166803067166,1.4832002778667233,0.6513567180372775,74.35498046858646,0.0044005599999999995,0.08777308648006078,0.13474952723593994,0.9069078309643097,0.09332344579101264,0.13315381920516925,0.9113690956171276,0.09887874103929838,0.130309272813923,0.9194538380158672,0.10359494652550719,0.12843968524144353,0.9261723170810342,0.10806902919940031,0.07897392591344833,0.9030236659932765,0.13682764729180158,0.06972216449398633,0.8953869190897098,0.1363266419440207,0.13560683911266264,1.1058291791828982
24,40.764754805942914,1.4618686427502767,0.6614210489206016,76.93991173894277,0.004600539999999999,0.08887819068757791,0.1377763853818858,0.8994591611426712,0.09531567107026294,0.13570450375202564,0.9050457607581869,0.10150623835365115,0.13198748814790057,0.9153712082195894,0.10650436288965004,0.12989965556757185,0.9228186289115908,0.1103836926433583,0.0766381599156749,0.8937302583626473,0.14029811792465113,0.0673139405626887,0.8867176440387866,0.13977654135805767,0.13892290431273638,1.1159001164922104
25,40.00370223668674,1.4444891359044876,0.6477042220067233,80.11771532892759,0.00480052,0.09025061290195134,0.14092278662566177,0.891820492721053,0.09760291048370627,0.13830622749466068,0.8986440622471327,0.10442405084909429,0.1336015663765534,0.9114978132843792,0.10968020881390124,0.13131347937552132,0.9196331886736295,0.112902340613249,0.07405466824747746,0.8840629268651067,0.14388738059579245,0.06501027282269753,0.8782374981334125,0.14338656778821038,0.14238526866040993,1.1263957229708828
26,39.936431297588605,1.4292157276347255,0.6466119198594242,81.15513225260084,0.0050005,0.09186892758380846,0.14420795174936604,0.8839400505230967,0.10017464218977956,0.14097053927948225,0.8921173128360557,0.10762986277889118,0.13515246751051566,0.907828157085719,0.11312156430413817,0.13268268285396725,0.9165937334979772,0.11562115016329647,0.07124257042324712,0.8740201006359002,0.1476112963899511,0.06286651245266947,0.8700851050976316,0.14715950743944872,0.1459950249713763,1.137322838477535
27,38.98204248364066,1.1926357863808634,0.6615295419469476,81.22125391858992,0.0052004799999999995,0.09372549091272916,0.1476403336638966,0.8757915999968309,0.10302816801943859,0.14370063090839214,0.8854373339828032,0.11112455500842895,0.13664062560254564,0.9043561310582824,0.11682636056020579,0.13400529823895743,0.9136165219195653,0.11857450187066931,0.06822940812367081,0.8636269623497719,0.15147306790254475,0.06094032608281513,0.8624177228460816,0.1511091491924345,0.14976933086516048,1.14872012331963
28,36.36940438441765,1.310126178217108,0.6535348149482161,66.15435771745756,0.00540046,0.09578115368422634,0.15128199617769214,0.8672118944325694,0.10614863842320946,0.1465368334665935,0.8784632707739091,0.11490231540068752,0.13806770878075691,0.901074788124544,0.1207331042878793,0.1352646259015343,0.9102416444622126,0.12146861287447563,0.06504264203810317,0.8528430062769474,0.1554942914509577,0.059241673158075686,0.8552512218098102,0.15523793027738483,0.15370713898306215,1.1605930065243304
29,35.19908955417838,1.535090426507798,0.6612349317874759,47.99425158390678,0.00560044,0.09788643692976658,0.1552388103240035,0.8579473365398637,0.10942982485217671,0.14955756832392691,0.8709583719390455,0.11886088135376674,0.13944855013468493,0.89797337583451,0.1239478818564431,0.13622969364660217,0.9038470834303824,0.1243235028245844,0.061707036136283096,0.8415809769421697,0.1597423519964867,0.05778395403496518,0.8485788567927521,0.1596415569242657,0.15791059232011861,1.1732070233010592
30,37.349637562259105,1.7448969528923173,0.6497549291234463,48.74177480716439,0.00580042,0.10012636368316269,0.15947561069429522,0.8481025482164538,0.11291631535877868,0.15273357787284128,0.8629928973758418,0.12300646122734775,0.14078909744457224,0.8950332337157773,0.12630723077404735,0.136552795012588,0.8952652624570558,0.1271245770828442,0.05827969543919761,0.8300869636823932,0.16420667060177135,0.05654108428167092,0.8423735269186998,0.1643812856199934,0.16243755394710122,1.1867137335945925
31,36.83943360376888,1.9188633845097778,0.6638255198486149,48.89004685160621,0.0060003999999999995,0.10247013118730088,0.1639985721492314,0.8376756343292581,0.11658735626045207,0.15606903897608895,0.8545322575433453,0.12731932391984574,0.14209985924073001,0.8922076393221061,0.12776365627163458,0.1359569498125979,0.884971061254112,0.12987545835358186,0.054827673679774036,0.8185194897571517,0.16893221962620533,0.05551762246025253,0.8366228261608764,0.16952252301221257,0.16736173944333815,1.201258725834781
32,33.62150717696408,2.025993581775708,0.6555289148818702,49.851553747374396,0.00620038,0.10468801242823293,0.16883665702312223,0.8266111118579432,0.12026524955494283,0.1595950017678636,0.8454512985619184,0.13166032490676757,0.14340282413576166,0.8893143537854398,0.12821419864241973,0.13430687318799459,0.8732481547571016,0.13258641709557192,0.05141561901609446,0.8070043020003652,0.17397152586532355,0.05472407585515838,0.8313173450926025,0.17512013271521795,0.17274700199194953,1.2169436441359085
33,35.44142575384989,2.098462146274966,0.6653053569607437,51.299700598992374,0.00640036,0.10681441470661952,0.17400666037963136,0.8148865834527833,0.12398824129121175,0.16333254195241706,0.8356469616069351,0.13606597001164755,0.14471366566418062,0.8860876487921615,0.12787188068623914,0.13170388293780094,0.8603524487897726,0.13525627614178237,0.048118852235401875,0.7957068371290359,0.17933397416893143,0.05415285403190048,0.8264389483652396,0.18118833993704314,0.17860340910058262,1.2337714516791287
34,36.64319049294179,2.1633864716172795,0.6532971991691738,52.55735042715589,0.00660034,0.1088691444375592,0.1795312409559423,0.8024737504701045,0.12778749099897893,0.16730966372071893,0.8250029200133591,0.14057400866990188,0.14604139876915578,0.8821807027064892,0.126945777710443,0.1283103812577871,0.8465218599214773,0.1378780527239602,0.04500248213848724,0.7847759113542646,0.18499635700208972,0.05378415384919582,0.8219627220941258,0.18771429706721415,0.1849093616288832,1.251689272772417
35,34.60472273918847,2.1368233462881814,0.6628950519952923,70.38270695266655,0.00680032,0.1103631028142677,0.18542420494284573,0.7893705563746922,0.13117898862376498,0.17160259067664002,0.8132767487707802,0.14480924914269017,0.1474229931508151,0.8765266667919859,0.12561317773227346,0.12438175278142932,0.8321667466068905,0.14042950530988282,0.04212685168142748,0.7743731300887172,0.190840757654768,0.05357079296776797,0.8178470152156219,0.1945603617088226,0.1915270994652248,1.2703517698294071
36,33.24486889530828,1.9639045724816642,0.6485421168617904,84.77465771138371,0.007000299999999999,0.11116947484259185,0.19166022504363545,0.7756770766923237,0.13399349987545808,0.17619028924598074,0.8005718016310618,0.14863731143170358,0.14882042590709074,0.8691667596429039,0.12395575506180702,0.1200506474690553,0.8175219020907384,0.14290413732278778,0.03951426724245244,0.7645625476048838,0.19682491477220396,0.05349420228184443,0.8140668429805937,0.20166557234272187,0.19839717613298355,1.2896007530715687
37,31.8269544970726,1.7953299265476965,0.6581537919119,56.6065191396358,0.00720028,0.11159999884938464,0.19829061049092495,0.7613455027714111,0.1366182376176337,0.18103381525699605,0.7870570955949209,0.15237556403135707,0.15018798820231707,0.8607800751009822,0.12186621027575406,0.11518930089198007,0.8022807840494786,0.14533327403464177,0.03717510928960105,0.755326492249935,0.20314248485983283,0.05360492885118226,0.8106364926018139,0.20925405449277376,0.20571915109347158,1.3099416145338423
38,31.42063927543809,1.8661926937553988,0.648996724979952,39.589335024726665,0.0074002600000000005,0.11246277695057892,0.2051313690224417,0.746840987313965,0.13981658593499086,0.18574366484417046,0.7741746648842553,0.15609780223640482,0.15150364591865736,0.8508993091671166,0.11921210677289816,0.10979194658232977,0.7861920016695199,0.14775377160836103,0.03515294163430016,0.7466699716550123,0.20996052707497526,0.05398610310556735,0.8075908283851653,0.21743326313244474,0.2136157727973476,1.3316292399514231
39,31.891555736047998,1.865934364057359,0.6598168059717864,42.055039190278364,0.007600239999999999,0.11342309395792063,0.21209149531471896,0.7323964985414361,0.1431163260203856,0.1902599799898647,0.7622053839127184,0.1582234396638551,0.15267046605789333,0.8382164817133101,0.11617477746063747,0.10401275468888767,0.7695104100192216,0.15015338910323772,0.03344595030833173,0.7386281910023037,0.21721101367278242,0.054605159538788785,0.8048986512743674,0.22614082312580908,0.22201126382370862,1.3545063395434558
40,30.550287352676243,1.6817237508003906,0.6503334771841764,44.18061487666568,0.00780022,0.11442411976843744,0.2191290780198744,0.7181021991983182,0.14641524961414581,0.19458412674429823,0.7510976764060036,0.1587274888988042,0.15359593555378165,0.8233995120755064,0.11295242886872552,0.0980052540662234,0.7525403794902327,0.15251852413980396,0.03202108159448376,0.7311977129064122,0.2248406304541293,0.05542547920774966,0.802528489374535,0.23536853326499757,0.2308776699043183,1.3785363305270082
41,29.57356637464236,1.4816860374133363,0.6615242077969015,40.463726203884676,0.0080002,0.11564920719610661,0.2263670019766982,0.7036898021208139,0.1500986221056849,0.19873233030715826,0.7407895008530985,0.15803975234716555,0.15419416229761457,0.8068765386195611,0.11003606204702726,0.0918326301493057,0.7352970031252533,0.15485806777674005,0.030868797547182185,0.7243456376230915,0.2328662136060032,0.056459120639172154,0.8004751836637943,0.24506771996537824,0.24017286606402144,1.4035973749223212
42,30.063084715462146,1.2924253273499708,0.64919827808626,39.01881897175418,0.00820018,0.11718047871580961,0.2338065856335343,0.689154483272235,0.15422044450616582,0.2027035493728575,0.7312261359589636,0.15629435122796992,0.15444978820788818,0.7889100688276277,0.1073934744234919,0.08561687330227391,0.7180033073862064,0.1571610299342762,0.029946089731466865,0.7180295318870187,0.24121947244425865,0.0576752959016801,0.7987140019854361,0.2551440231848015,0.24974824941924217,1.4294648074510221
43,28.952861655423693,1.123978683922568,0.6579982489347458,38.85436547027321,0.00840016,0.11887101274616091,0.24148868819904468,0.6744110971523023,0.15868343365045193,0.20650117299047094,0.7223554741952831,0.153560054393203,0.15437197958931048,0.7697524193642885,0.1050011272747871,0.07943770959470856,0.7007801005034505,0.15942308292349505,0.029231085604757713,0.712214079115571,0.24983385515598952,0.059056291115528105,0.7972259903377334,0.26541181792358337,0.2593943587980889,1.4556862035331768
44,29.622883376717574,0.9958999308400713,0.6459372520912439,35.45980781869662,0.00860014,0.12100268791331534,0.2494294349273856,0.6594177716908655,0.16375741565046253,0.21011803874335977,0.7141313509730713,0.1501318746558175,0.15399741591343233,0.7496680192377123,0.10283107298277212,0.07337758534795158,0.6837958705223887,0.1616290074402157,0.02868475329745119,0.7068598077578105,0.2585953502933303,0.06056210280183955,0.7959797970099554,0.2756692965144319,0.26887178159673525,1.4817543287700075
45,28.486239095172493,0.9076105827965648,0.6593020549044013,33.76916573773284,0.00880012,0.12354938819780605,0.2576748354248323,0.6440850995105397,0.1694646807996442,0.2135554814633855,0.7065088975573527,0.1461266026838872,0.1533682373953675,0.7288690246461422,0.10086235938059729,0.06748969246781363,0.66714477094409,0.16377329676052368,0.028288010733416403,0.7019339225027922,0.26742810902239217,0.06217200958225348,0.7949533694736768,0.2857246951319258,0.27799089558758977,1.5071755301599523
46,25.88803365268733,0.848366599872658,0.6505612439941615,32.997224323582174,0.0090001,0.12612675694978176,0.2663204497942169,0.6282421154938725,0.1755677837552053,0.2168171063813475,0.6994457724068714,0.1415023546439892,0.15251510861007547,0.7074940923151982,0.09907892312354015,0.06180311411503144,0.6508623585168101,0.1658514473058908,0.028030421088224153,0.6974085493790331,0.27621891550771327,0.06386450854647248,0.7941272731112291,0.29517095131303783,0.2863500761136674,1.5308151361033733
47,25.78606925614242,0.8182597737231355,0.6629105829633772,31.260446696173616,0.009200080000000001,0.12888974559108732,0.2754259434906701,0.6118077832342489,0.1822968588578764,0.2199021955503196,0.6929038122874893,0.13652287430447324,0.1515015995463351,0.6858067877835072,0.0974629196909312,0.0563695211733299,0.6350554844827333,0.16785980625890964,0.02789591265683978,0.6932550249065893,0.28489286010243464,0.06561380469943755,0.7934782932966816,0.30391080032479995,0.2938322849020967,1.5524258546132772
48,28.227018169436203,0.8141675859745633,0.6525350799784064,34.43185098714183,0.00940006,0.13228976059991596,0.28488005671293737,0.5950113421864088,0.18996470184913133,0.22280558248597862,0.6868491461598342,0.13160758149935148,0.15040212295067573,0.6642706521263954,0.09599257222142953,0.051285484891284025,0.6199622188699115,0.16978869991901982,0.027841037508066546,0.6894359809420917,0.29338197054757637,0.067359068675181,0.7929595973285233,0.31188353926480006,0.3002468267958276,1.571463872569587
49,25.061389273346876,0.8220678176011411,0.6650982468854636,30.76724107894504,0.00960004,0.1359151410999017,0.2948558617913722,0.5775727971084785,0.19839250196856698,0.2255286266993893,0.6812486235819546,0.12659266218035586,0.14918944694360717,0.6428099316501652,0.09465446089312121,0.046538065677400375,0.6055614684399713,0.1716221255262085,0.02785813879119066,0.6859291052743276,0.3014742136553599,0.06908956203097226,0.7925649643034681,0.31860616347624277,0.3052293292513353,1.5869161302562713
50,26.26567821707751,0.8382794900464532,0.6527703339233994,33.124925322379646,0.00980002,0.14001233031367386,0.30526758449690705,0.5596840516231945,0.20771265592890184,0.2280749662707595,0.676071365484776,0.12164674134111271,0.1478689709902499,0.6216524524774718,0.09343273524573623,0.04216951878677486,0.5919688735937277,0.17335286860601626,0.027923284645716993,0.6827057796195072,0.3091172684922934,0.07078655150377879,0.7922745347652141,0.3241228481983386,0.30883526527726096,1.5989633915454156
51,24.77586378793471,0.835289496121471,0.6634581771213561,31.25398085698589,0.01,0.14427871449640375,0.31622473697423525,0.5412174762708993,0.21777608285079658,0.23045621928823562,0.6713045948504819,0.11660016908856213,0.1463711135754685,0.6006783844207252,0.0923174464512349,0.03817209041828132,0.5791833108797776,0.17498846539164728,0.028035787903679242,0.6797472650641114,0.316350011887279,0.07246385100641194,0.7920931972807885,0.3284658572591967,0.31109223661188884,1.6077385467508114
52,24.404144652566913,0.807069964870879,0.6469113749917597,31.40130414552489,0.009999878165711622,0.14982849672053233,0.3263681004142257,0.5247077917038298,0.22837977910023372,0.23263892922485396,0.6669379095859647,0.11157625290300602,0.1446755489451474,0.5803496384639475,0.09131854124724913,0.03461354398298778,0.5674560511759142,0.17650768517915583,0.02819316522283212,0.6770889927930734,0.3230893793927957,0.07409564501038676,0.7920194891937979,0.3317259385865207,0.31216847829247457,1.6136165099025108
53,23.428423116405895,1.067591716568429,0.6564332582056522,20.63939525816365,0.009999512668784518,0.1563706123694842,0.33575047450957674,0.5099316064134383,0.23803082309044127,0.23461103135684303,0.6571368811431026,0.10611886592370842,0.14241981014265703,0.5599603571097885,0.0904302277833177,0.031422937445638746,0.5566279596905399,0.17795045268021772,0.028440441626755807,0.6747227346814194,0.3295486993164671,0.07576536160020815,0.7921195514838147,0.3336507916941194,0.3117359129225468,1.6158586810548372
54,23.854785623776912,1.3097022245217183,0.6440513581037521,93.30057882177081,0.00999890352703249,0.1618374734101975,0.3444283055974594,0.4966935496446494,0.24413917376752015,0.23628775616154585,0.6428878002916045,0.10101126322368634,0.1401850938729059,0.5411377328223725,0.0896320236346076,0.028643168510699153,0.5468325080257319,0.17929677558941015,0.028703572974900317,0.672591072070474,0.33578346682895505,0.07740253563480999,0.7922909795407846,0.3354898281355292,0.31132365988854427,1.6181503554544496
55,24.244853951567872,1.374804559897349,0.6575747518800199,111.22382279428946,0.009998050770144252,0.16619310532383988,0.35245469627921816,0.4848224025379772,0.24722671982299058,0.23761620024995886,0.6258801057066383,0.09623895484085694,0.1379975884341969,0.5237991520882807,0.0889153592829508,0.026223192546601628,0.5379763178459159,0.18056125696258726,0.028986498661373247,0.6706730081770715,0.3419058394885279,0.0790322852781256,0.7925395588679273,0.3374201071583456,0.3111142371995071,1.6209892011152611
56,23.71127291930102,1.2590418789171203,0.6453085371758789,125.40347854842949,0.00999695443968197,0.16941800142880403,0.3598754457929317,0.4741678068192178,0.24776072769341254,0.23860266976164987,0.6070683856758533,0.09177364973156323,0.13589003733655958,0.5078430042354469,0.08827193774501257,0.024114303270899196,0.5299687030138321,0.18175044531371698,0.0292877740187953,0.66894831764146,0.34792373747016664,0.08065503720967926,0.7928570808013192,0.3394273823420653,0.31110757871566364,1.6243074953126133
57,23.745749335558827,1.0452320923489566,0.6473169231321663,113.46460968432592,0.009995614589079242,0.17162853587732846,0.366732738955002,0.4645974629153142,0.24613248782104644,0.23927141200105645,0.5869708471819235,0.0876019272667465,0.1338903238227636,0.4931330887970342,0.08769497652574292,0.022271347235036158,0.5227222016440102,0.18287548019410654,0.029606332692918676,0.6673995760510092,0.3538891135488685,0.08227035497401926,0.7932399566709823,0.34150674205607684,0.3112243721288369,1.6279328496007726
58,23.554437369363768,0.8529988318454635,0.6505437658634037,91.55138489595647,0.0099940312836385,0.1730087610859015,0.3730595364467485,0.45599473418052744,0.24268094970887508,0.23966745456742913,0.5659271421947266,0.08371804070889387,0.13203060000155126,0.47952851021675313,0.08717680291508022,0.02065252767723837,0.5161546751730239,0.18393147147164005,0.02993600102778347,0.6660098601867639,0.359677835791798,0.08385923790306861,0.7936742342185439,0.3434738870910625,0.3113024862817868,1.6314467012823235
