iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2
10,94.7855946469365,59.30332679305832,0.2631054010707885,114.55153404253892,0.0018008199999999981,0.10617104273096634,0.10707680378389446,0.9820085248519304,0.10695852097192654,0.10706911717770115,0.9820054712454039,0.1070463620470512,0.10705159351610691,0.9820077733236864
11,93.03734417928473,58.60742510699429,0.2644425411708653,117.36080481657481,0.0020007999999999988,0.10672697216266032,0.10839267117722345,0.9780055381064594,0.10811049107421725,0.10838106254093144,0.9779975106067481,0.10828846248589578,0.10835325540667957,0.9779984864824552
12,97.33688772143564,57.84370425401543,0.2623457021545619,108.2087783181112,0.0022007799999999994,0.10743014415869032,0.10984929626864709,0.9736023346834314,0.10941875401573956,0.1098312974520324,0.9735871962615088,0.10968303592113332,0.10978750323666736,0.9735874217647381
13,95.1226185559645,57.01430557772808,0.2630216390825808,107.4377397548939,0.002400759999999999,0.10823378445675502,0.11144989847637683,0.9687972200507687,0.11087413017096966,0.11142234782065469,0.9687710376320116,0.11122702832000589,0.11135491606122878,0.9687705643252266
14,95.81823212728503,56.12105706856808,0.2626768739428371,105.56821698659903,0.00260074,0.10922557560141133,0.11319660045963172,0.9635920281155664,0.11250159995226187,0.11315509009794732,0.9635499918237147,0.11293625948320722,0.11305358533869973,0.963549531771981
15,94.73483559716261,55.16656266863461,0.274227247107774,107.59197545496329,0.0028007199999999996,0.11029799238933594,0.11509387126529075,0.9579819909934474,0.11427733692388517,0.11503309246652037,0.9579170846688178,0.11480002422777498,0.11488416570322277,0.9579165324422951
16,94.58261588315406,54.1517953353917,0.2734795759897679,113.20873535480052,0.0030007000000000002,0.11122218590365328,0.11714633990007862,0.9519625849668587,0.11614720694203773,0.11706003638043486,0.9518651186918766,0.11679365552772203,0.1168469084246109,0.9518632550260799
17,91.48473103184266,53.075526463835764,0.26969343796372414,111.89224528744109,0.00320068,0.11189067286057292,0.1193580081249946,0.9455326397704078,0.11808835491190803,0.11923836644209262,0.9453902858001256,0.11891024059635444,0.11893963447254172,0.9453856003259362
18,93.09897899983528,51.93635927443612,0.2650894611142576,112.1569489614495,0.0034006600000000007,0.11236997500020267,0.12173290482481511,0.938693067049343,0.12012878449255039,0.12156985203490185,0.9384905922475009,0.12116842881774871,0.12115810486829394,0.9384820834403557
19,93.13309939910827,50.73566130179304,0.2636804170906544,108.80594110905236,0.0036006399999999996,0.11283764686186283,0.12427472053946419,0.9314474253164718,0.12232998643085212,0.1240552525659123,0.9311663109413387,0.12360309823386206,0.1234956324173255,0.9311541230463085
20,89.20421686133142,49.467882595729044,0.2639530641026795,112.53208614334307,0.0038006199999999993,0.11290513277815065,0.1269891880827482,0.923795061456791,0.12457430371630639,0.1266983813712621,0.923409754502186,0.1261621825898522,0.12594846380704255,0.9233917190105727
21,87.07787626486589,48.1281987026226,0.2637778930366039,113.06589162529207,0.0040006,0.11249819600562584,0.1298811952612967,0.9157409287415857,0.12682187487575494,0.129501079174425,0.9152187238211716,0.1288340576615078,0.12850872859074966,0.9151919726712492
22,89.40520371820088,46.71821315143907,0.2624958879314363,108.88825430697146,0.004200579999999999,0.11196794981448231,0.13295571781019228,0.9072935551919519,0.12922671771787073,0.132463452067388,0.9065957958046617,0.1316986030679567,0.13116409755431055,0.9065599316236286
23,87.09683683948006,45.228081998531245,0.2638648438733071,118.50893802433609,0.0044005599999999995,0.11090379940568376,0.13621833513958403,0.8984623884090179,0.1315746530865362,0.13558852415308273,0.8975375607855045,0.13466275653421045,0.13390616248092704,0.8974884339760807
24,87.20545446375655,43.65330887294106,0.273685754975304,118.03593839143004,0.004600539999999999,0.10942430879271027,0.13967531309547618,0.8892594583444917,0.13391059613863346,0.13887767547578872,0.888045350596097,0.1377573721089894,0.13672124362688473,0.8879793437419686
25,85.31880127922473,41.99638031902239,0.27346534095704556,108.96258367958366,0.00480052,0.10782677373614927,0.14333263422930909,0.879700942613545,0.13642766368525588,0.14233032089537084,0.878124830950354,0.14108005503362597,0.13959026659599938,0.8780409599547668
26,86.5183004410158,40.2475725557643,0.27194161410443485,119.34704354900312,0.0050005,0.10588616896119321,0.14719717876217459,0.8698037139911964,0.1389697181662957,0.14594914685825042,0.8677759471399681,0.1445681519273099,0.14249825945419375,0.8676702669205679
27,85.42293873682527,38.40048970813724,0.2640676919836551,122.35683913599753,0.0052004799999999995,0.10358657377684465,0.15127544482075625,0.8595888182102328,0.14149092758505152,0.14973507419273996,0.857003165962976,0.14821216168899795,0.1454254361344393,0.8568710054671511
28,80.93010971282541,36.44728092873651,0.26328811096027493,130.6654085493506,0.00540046,0.10081567696662297,0.15557112711299292,0.8490872387483533,0.1437073337339222,0.15368758240978977,0.8458153221511324,0.1518939052659704,0.1483490994943078,0.8456468467197934
29,78.81111191645694,34.382772096731664,0.2636524820700288,142.28981331995507,0.00560044,0.09760439322850624,0.16008679081692467,0.8383372919615908,0.14539340192832612,0.15780562573460105,0.834229777287193,0.15551367941532365,0.1512481859055575,0.8340112124764609
30,82.52893348613408,32.19684342846375,0.2634988690260798,129.18572065936144,0.00580042,0.09420287842166487,0.16483837967375836,0.8273498307940436,0.1470532081657382,0.1620954073853606,0.8222453475817273,0.15933473209181997,0.15409633873383566,0.8219693766857792
31,81.18306052001333,29.892195489688948,0.26256820815615356,131.75550461472815,0.0060003999999999995,0.09062619152672001,0.16983325966941065,0.8161584430647864,0.14866526123037574,0.16655937533297657,0.8098756894392581,0.1633626911846181,0.15686784413406957,0.8095324077170768
32,73.69015789575599,27.5394091129097,0.26392030995339155,144.13516413249,0.00620038,0.0867565423464535,0.17507210398489498,0.8048117782841268,0.14975215948318876,0.17119615987735412,0.7971463786878323,0.16737937042058232,0.15953422568182435,0.7967248323522856
33,77.55012472097647,25.780892694993042,0.2744193628896028,138.1356144014868,0.00640036,0.08276356683886486,0.18057025581372574,0.7933299569069696,0.15076815791823714,0.1760063541712841,0.7840770689367291,0.17166399029493032,0.1620598162999918,0.7836146748445506
34,80.89475659441283,24.80241674338043,0.2739848510827869,100.54877428297051,0.00660034,0.08101212382861367,0.1861225748316847,0.7821133304663097,0.15371215449996395,0.18060422801650697,0.7718340348456265,0.17668829500786415,0.16440752127667374,0.7701607347929675
35,76.88586914513621,23.552949703387174,0.273144074017182,92.93394735823847,0.00680032,0.0807001185320223,0.1917524060191462,0.771124788084718,0.157895218923841,0.1849768950397249,0.7604327137560528,0.18225406560004367,0.16652591700914987,0.7560969573176145
36,74.19129965625159,22.105244468317093,0.2660676350351423,87.33393646979478,0.007000299999999999,0.08138915239545519,0.19750944470149026,0.7602773577111182,0.163060887863009,0.18913161908429638,0.7498205563104764,0.18812914721495744,0.16831668584651577,0.7412699229658859
37,71.58263629988538,20.465728047217855,0.2635345889721066,85.49058644866828,0.00720028,0.08290439141623533,0.20340689215848914,0.7495361549229467,0.16908821199670604,0.19307491392002094,0.7399477489628966,0.19425772041378297,0.16966142195465517,0.7257211931422151
38,71.13271672397217,18.635426623131714,0.26467440905980766,86.21590986431848,0.0074002600000000005,0.08509656696041765,0.20947450210763302,0.7388338385795828,0.17589883194233885,0.1968151060397724,0.7307667642081163,0.2005118998797432,0.17041103554908113,0.7094771451626071
39,72.16025671008889,16.598064440357362,0.26335395802743733,90.63506142718813,0.007600239999999999,0.08790426512418595,0.21571785126746884,0.7281357561994861,0.18345262752797878,0.20035955157526586,0.7222325971399555,0.20693334050979253,0.17044855838858328,0.6926338448231075
40,68.82248758270646,14.322110492155156,0.26363665610551834,91.12144869342033,0.00780022,0.09132322577815774,0.2221186609858079,0.717438443796594,0.19173406962791595,0.20371284955450694,0.7143032867030806,0.21368637118425665,0.1696979496533174,0.6753294022793938
41,66.3131112969023,11.816843786956575,0.26327723800204694,88.5247956496231,0.0080002,0.095214075589886,0.2287365641836363,0.7066076890201822,0.2006993254018883,0.2068869542938227,0.7069312328469021,0.22049711303805447,0.16796363396571937,0.6575140091573991
42,67.12219672456595,9.962590767210706,0.27428918704390526,96.76864353358476,0.00820018,0.09964800445463008,0.2355272404491934,0.6956771204676861,0.21036588229947248,0.20988877270516898,0.700034711599322,0.22775593486106588,0.16533020924836392,0.6394127305749634
43,64.54098812666727,9.0732004521898,0.27486503100953996,85.70834233236849,0.00840016,0.10438020496809228,0.24262595025382014,0.6843615449980888,0.22063048497427185,0.2127532935371126,0.6932371347194006,0.2347498262171369,0.1617290488819013,0.6209397545464506
44,65.7888133172102,8.723338887935572,0.26731370599009097,109.57785605491941,0.00860014,0.10822923484989061,0.2502212862138836,0.6722741220950618,0.23050025696790546,0.21563729064341935,0.6843686715748306,0.2414324037031479,0.15767184685044963,0.6026555237006278
45,63.680582735511194,8.159713221834371,0.26394482189789414,138.3104387043438,0.00880012,0.11075343562527337,0.2582775072633091,0.6594832144419011,0.23947332049764708,0.2185023998060692,0.6734226208616949,0.2477947721735394,0.15341189899067276,0.5848715281882854
46,58.61868647086913,7.192566946442312,0.2640471688937396,169.4414984180377,0.0090001,0.11177648477511987,0.26675340056459007,0.6460918907934527,0.24727654720249434,0.22128933560499944,0.6607182666443615,0.2538482761076917,0.14906492406716568,0.5676889918556146
47,58.46759516123379,5.861659175673421,0.2647127110976726,167.10685255000757,0.009200080000000001,0.11147188140942402,0.2756592980247617,0.6321302130464659,0.25394843896130886,0.2239503379129974,0.6464760893524073,0.2596015726080186,0.14468942765773962,0.5511367728646646
48,63.32577088225568,4.962857279659425,0.2636818259488791,132.5778564776021,0.00940006,0.11025471933550808,0.2850632272102214,0.6175521056802623,0.25993426684294313,0.22644193716297772,0.6308861785375669,0.26506788804435333,0.14028940371123244,0.5351573841010799
49,57.003905957398345,4.692487328507889,0.26425242610275745,38.95413876382772,0.00960004,0.11127786882249259,0.29399057684230845,0.6041712926170516,0.26432327596250355,0.22868237386730836,0.6133194880583255,0.27046870052633964,0.13509456068952305,0.5182624032619019
50,60.69107809924864,4.337922654174066,0.27180980099365115,41.87348098215288,0.00980002,0.11410364698806984,0.30245233489461365,0.5918879643927588,0.26723702156001317,0.23064228782946983,0.5940351655121737,0.27574710706168215,0.12943349479805125,0.5009436081900299
51,58.433195111220726,3.813814684839766,0.27396699599921703,43.6226942632754,0.01,0.11818076835292357,0.3104704135657784,0.5806108787942988,0.2680986084241527,0.23230983157985016,0.5733877387558629,0.280913817185046,0.12347148518965755,0.4834004698847927
52,58.187687642727205,3.2154736389759844,0.27215992100536823,41.59805463337881,0.009999878165711622,0.12345298226680321,0.3179053187776049,0.5704588392874136,0.2674226561506473,0.2336784868322015,0.5521134492212566,0.2858464267335395,0.11746141943282463,0.4661886437997184
53,56.355981763418896,2.5978806886841816,0.26428765803575516,39.529278957802326,0.009999512668784518,0.1297850670165722,0.3247928907526954,0.5613140588495942,0.26541860891006447,0.23479931229210665,0.5304825157631734,0.29058415717048885,0.11144884560351738,0.4492980794041595
54,56.08679235054572,2.110046027131884,0.2632496180012822,38.897733938135204,0.00999890352703249,0.1372852100753728,0.33115252927559635,0.5530720533252721,0.26335661103694674,0.23574607727858196,0.5089269919156739,0.2951089566678535,0.10554634846309685,0.4329192111374142
55,55.653192466365596,1.7842660328815036,0.26373857096768916,43.58298695922639,0.009998050770144252,0.14584160618273856,0.3370069669230076,0.5456399850379977,0.26209213273234355,0.2365697648596935,0.4879870030436559,0.2993985108087907,0.09988005429913457,0.4172749866061576
56,53.557178271474974,1.5932472070731039,0.2643381441012025,41.96532970375823,0.00999695443968197,0.1553524159163811,0.34239179566216194,0.5389352342365091,0.261529780669121,0.237283085911251,0.46768337584539826,0.3034701219098604,0.09446885720583388,0.4023553448839381
57,53.79043455666927,1.542619068583305,0.2641039090231061,41.99559050965465,0.009995614589079242,0.16574513726430218,0.34734337589147657,0.5328841661050944,0.2613558170390671,0.23787959916381518,0.447905967843452,0.3073216942740242,0.08936002528818415,0.38824633969500055
58,54.11419181418896,1.6097384012669338,0.264332443010062,40.68073822730897,0.0099940312836385,0.17692860468077137,0.3519019275628877,0.5274210601728105,0.2607644873616844,0.2383276652878783,0.428367022916702,0.3109458586919588,0.08457378089293743,0.3749816288610812
59,54.134573059153105,2.2233425051969826,0.27442723815329373,136.69241938912697,0.009992204600527814,0.1859760353980607,0.3572619131520884,0.5191878908383505,0.2599560323190641,0.2386934343917195,0.41025492750633347,0.3142788615162929,0.0802790629432706,0.362977516180326
60,54.11962706850696,2.3344220287147914,0.27046657004393637,155.82413654474794,0.009990134628777144,0.19285326501340486,0.36328482562809844,0.5087249713694324,0.2587661542638967,0.2389930168068449,0.39340523794275073,0.31734495722685263,0.07643327859734723,0.35212060324741057
61,51.29532208616634,1.9015443953239022,0.26186294108629227,176.55765391623578,0.00998782146927399,0.1976023146840398,0.3698479158155906,0.4965345274518386,0.25710888292301026,0.2392413221511489,0.37772423026535956,0.3201651042109209,0.07299156995883979,0.3423008563623437
62,51.333008572448286,1.0767275347098555,0.26029888703487813,157.3765469460572,0.009985265234758489,0.20044667237448957,0.3769435541409469,0.48286261431691097,0.25516483685166863,0.23944865750971797,0.36309461617076977,0.322756313055384,0.06990465948118525,0.33340911691204655
63,52.11881555282387,0.5369947225898976,0.2605683549772948,131.31315886058636,0.009982466049817897,0.20167467486816032,0.38460807095744376,0.46789856497693527,0.253283314787706,0.23962166774404653,0.3494520855224896,0.32513136976017804,0.0671241448066256,0.32534628360982504
64,50.8260837834276,0.46902567663082806,0.26060638297349215,67.6348313888866,0.009979424050880543,0.20456614960720604,0.3916266180208736,0.4545306197047346,0.2530954041839265,0.23976474509787174,0.3368941583536719,0.3273186904871495,0.06458259311024254,0.3179476745723148
65,51.39686747043629,0.48699838807321716,0.2602408828679472,75.27023610386607,0.009976139386209164,0.2088669086571624,0.39804516097380876,0.44257570113821104,0.25453686403421216,0.23988380526196934,0.32546005955892476,0.3293285665172376,0.06226495993331097,0.3111748157060793
66,49.2539755024975,0.6900608213609942,0.26020746608264744,57.68621764088391,0.009972612215893682,0.21453544142091457,0.40391209631002123,0.43187378719524755,0.2569951497063609,0.23996823634155726,0.3145989967365689,0.331177858053223,0.060138369319160875,0.30494498191894165
67,48.32595814052175,1.0395657297720917,0.27263779006898403,42.53950813815363,0.009968842711843402,0.22150174711950896,0.4092835186538845,0.42228471328681866,0.25937286281477756,0.23996241157797588,0.30354018979628394,0.33288614908792463,0.058173957938438464,0.2991765287136683
68,47.28866340822222,1.4447850981507586,0.27084039407782257,36.25113767918482,0.009964831057778631,0.22941783499913904,0.4142258336940069,0.4136854510912238,0.26022169132774253,0.23975815787318458,0.2917782256472595,0.3344928635661699,0.056368731580723246,0.29378927411954064
69,49.41945038630065,1.7766497103996315,0.26748662907630205,160.63719076934822,0.009960577449221733,0.23513834442159712,0.41985759299127956,0.40312821407479327,0.26070551613338605,0.23951024887515276,0.2808100821337733,0.33596802757695543,0.054752388272424304,0.28890748836117175
70,48.351728064970665,1.548082632597339,0.26093167695216835,184.93590412459326,0.009956082093487582,0.23877806809419352,0.4260559596591404,0.391117262660473,0.26073789152494264,0.23922041863539834,0.2705735135993287,0.33732489864231,0.0533096464030688,0.28448490201492194
71,49.89765650418625,1.354883154801675,0.26027166889980435,165.69819839814528,0.009951345209673482,0.24058243716843325,0.4328270608167812,0.3778821758103801,0.26050742036666913,0.23888312845675216,0.26098567910476433,0.3385725511605158,0.05202020943053246,0.28047548080913287
72,48.65906845601387,1.1881612774330983,0.26122968713752925,39.06577036569335,0.009946367028648461,0.24385540288755275,0.4390626241420416,0.36608735205465043,0.25907618143923333,0.23827921298146482,0.25073209230770244,0.33976591153971425,0.05086913373941962,0.2767432365321567
73,49.52474237677301,1.0914575689956736,0.2676486140117049,43.83202885865309,0.009941147793042041,0.24861881959928406,0.4447908515011957,0.35556344115747035,0.2573772747942657,0.237511568512344,0.24027805323309398,0.34089450514705116,0.04983818357178239,0.27328755957608136
74,47.83724318328722,1.0550562985131842,0.26132650882937014,42.00808121748418,0.009935687757232404,0.254715530714689,0.45005033746906,0.3461630097417923,0.25543749965686885,0.23660417191477387,0.2297259816286947,0.34196206528454204,0.04891488096596657,0.2700863257712611
75,45.94068199732991,1.0677748134267213,0.2711299469228834,38.752910344120075,0.00992998718733399,0.26197260102414416,0.45488337990971234,0.33775741630234196,0.2529760553553142,0.23554795941560083,0.21905624751773423,0.3429781454991917,0.048092342167461215,0.2671131540388477
76,45.354099962329876,1.0393371859757323,0.2717918979469687,161.94505511613508,0.009924046361184534,0.2670377321977534,0.46039868934374,0.32768618068615335,0.25059655127100755,0.2345372819276689,0.2092861723292003,0.3439111999961482,0.04735668506290345,0.2644157900525531
77,45.74334705901609,0.7500792775307894,0.2675038049928844,164.5700044182785,0.009917865568331524,0.2700943623599393,0.4665295474071833,0.31631065536085373,0.24831256050693315,0.23357482857147122,0.20032467010997645,0.34476854027577786,0.04669928692410377,0.26196760842360556
78,44.41972070279019,0.670984009513105,0.26139214588329196,41.78590462317789,0.009911445110018081,0.27468971196905123,0.47214199491375164,0.30618413482733414,0.24617616430644193,0.23255038895380742,0.19143309377328582,0.3455754684665259,0.046108745758016066,0.2596999745703792
79,46.498351608927415,0.800483337044873,0.2612047060392797,49.72211045888579,0.009904785299168283,0.280667803307055,0.4772704811370743,0.2971582107325565,0.2445961730027312,0.2315079946287129,0.18283116896339602,0.3463285482747234,0.04557635147023688,0.2576094556322987
80,45.95847858595445,0.6712837206494549,0.2611732801888138,149.99592269357265,0.00989788646037192,0.2845947885775126,0.48309411034645944,0.28671746022363764,0.24321378452531933,0.23052545242327085,0.1749595882721725,0.3470199256929601,0.045099752130638854,0.25571022645771935
81,45.36920490854824,0.8776863623114963,0.26453593699261546,48.33475653012315,0.00989074892986866,0.2899694281797402,0.48841594642716984,0.27742786077703074,0.24226133135244543,0.22951204690354177,0.16729396441804548,0.3476687361157979,0.04467497386195566,0.2539587777985334
82,43.92594691777562,0.7198090136979893,0.26580230006948113,179.80063072024274,0.009883373055531672,0.2932685675493077,0.4943300042744208,0.2670285693511158,0.24129867477966108,0.22855824673785305,0.16029360410372345,0.3482652375714429,0.04429730046465293,0.25236924593673843
83,46.18424652765914,0.82660036007712,0.2747214899864048,55.48971002299801,0.009875759196850664,0.29806078382683554,0.4997313316612596,0.25778857829691754,0.24095540183169717,0.22757778168481707,0.15353988707572158,0.3488264702898179,0.043967294042684076,0.25090982305683956
84,42.17447936893774,0.8278729753109773,0.27371714706532657,182.90715881983024,0.009867907724914365,0.3008227075379805,0.5057053279732893,0.24758252531149424,0.24053493804240836,0.22664677939015623,0.14736469371268415,0.34934539881847404,0.043676253526648605,0.24958614001747786
85,44.342877863614184,0.9209537869951938,0.2709281910210848,44.737013084343275,0.009859819022392443,0.30513069114399327,0.5111717932421086,0.2385255649046243,0.24020110658879923,0.22561883612701836,0.14119550412574514,0.3498485875582062,0.04344061029049515,0.24836841351834438
86,43.307768678512986,1.0451466699042662,0.26403088797815144,36.84276264824028,0.009851493483516844,0.3107746849434906,0.5161894302282102,0.23047685197025175,0.23930895299822538,0.22442154712182585,0.1348666388548498,0.3503528034519235,0.043275125414703366,0.24724808409172555
87,43.97106674077353,1.7528166917672907,0.26491714105941355,44.99721180585095,0.00984293151406259,0.31767477493413315,0.5207903369991156,0.22331459433151588,0.23844768238217853,0.2230969202498284,0.12860316007786757,0.35085414798594916,0.04317565235561639,0.24622833085724313
88,43.90394364177084,1.9505831852864022,0.2645704238675535,207.1459244026953,0.009834133531327996,0.3223281147594144,0.5260043183122016,0.2150567378463452,0.23752835420415594,0.22183943397121697,0.1229015849166169,0.3513234972650444,0.04310594835274499,0.2453089108935922
89,43.981081894475274,1.5768029280925533,0.26511999289505184,194.1353453843308,0.009825099964114322,0.3249527810704152,0.5317979998578967,0.20591422435382845,0.23661650853509794,0.22063518019302367,0.11769399186698291,0.35176526204860303,0.043065923094308865,0.2444817089762264
90,44.273315644737075,1.1899773381038394,0.2643984460737556,185.05904150427196,0.009815831252704892,0.3257670157755703,0.5381512449415253,0.19609055760169344,0.2357814021900137,0.21947348289141805,0.11292562495335498,0.3521803549221121,0.043050676074128255,0.24373803154110862
91,42.536405960382794,1.168144215741269,0.2744234190322459,43.445260645188526,0.009806327848843626,0.328303382219962,0.5439782876359236,0.18741343396482674,0.23490071307349988,0.21812242187935588,0.10810398184543517,0.35261078519712774,0.04311103783206406,0.24307762323823148
92,43.83196206860504,1.2418342052612539,0.2749181380495429,51.96099257230182,0.009796590215713018,0.3323818495665227,0.549311584256775,0.17973614283628414,0.23440334845693409,0.2166621950293891,0.10338475025277127,0.35304243548450676,0.04322346922812709,0.2424915479168339
93,42.914459366692,1.1147647631003275,0.26865060697309673,47.17850987249646,0.00978661882791157,0.33784610790444536,0.5542019190196886,0.17293269616954454,0.23404606474526649,0.2150511233806209,0.09871656849907495,0.35348428815776195,0.04339917997061815,0.2419799237029557
94,40.24289033762754,1.1074334082258077,0.26493532094173133,42.25768803448154,0.009776414171430657,0.3445577697387686,0.5586961956152114,0.1668946357403734,0.2338329596074528,0.2132829002874515,0.09405004421097364,0.3539434515660283,0.04364380333349358,0.2415382723169244
95,41.985715105986664,1.1242771373048839,0.2645831978879869,198.1167221511499,0.009765976743630838,0.34905193060905915,0.5638395874575606,0.15997188817398264,0.23366161135564814,0.21163249574695397,0.08982534572014558,0.35437044386308064,0.04388230607979524,0.24114334844906285
96,41.136329045246015,0.8169721692554219,0.2637623059563339,196.44554935254018,0.00975530705321762,0.3515271125449469,0.5695653232264837,0.1523763061176702,0.23352858847898164,0.21009307461498322,0.08599208614549354,0.35476886307957983,0.04411599327914818,0.24079082023139795
97,41.66017787262969,0.7415428467619116,0.2640746799297631,46.87792788315138,0.00974440562021666,0.3555558444342258,0.5747961379795197,0.14566968732306057,0.2334703330784507,0.20851189049234897,0.08227007669522182,0.35516440353550593,0.04437770320017007,0.2404844653362502
98,40.478865618378656,0.9537681480064258,0.26450288901105523,43.422502802464344,0.009733272975948424,0.36097947373591877,0.5795777581053123,0.13973796451847997,0.23348400389504936,0.20688547495741916,0.07863557358079062,0.3555675078053938,0.044663474971799004,0.24021957298501506
99,41.44990765611741,0.8023314873783385,0.2754414950031787,182.56348219129865,0.009721909663002288,0.36429881553609106,0.5849818300244248,0.13311929730193223,0.2335152958469527,0.2053788675081383,0.07534143271039297,0.35594299817585373,0.04493819950316688,0.23998406065685488
100,41.14355684236062,0.5683113628363096,0.273435452952981,188.3909365711158,0.009710316235210091,0.3657065054822424,0.5909366869288396,0.1260120224886397,0.23355955805899067,0.20398392764566398,0.07235418285483912,0.3562912645239512,0.04519962897892633,0.23977433025886385
101,40.47689031728278,0.5245060549425347,0.264914324041456,44.56668883978222,0.009698493257619149,0.36876662675233873,0.5963645631191721,0.11975747057404341,0.23364332642324673,0.20258270351001875,0.0694633092708576,0.35662921044083024,0.04546830270889789,0.23959278575921916
102,40.25737168889165,0.4815981676323091,0.26321507804095745,45.238349899208394,0.009686441306464712,0.3733082267087757,0.6013092386972593,0.11424308689703638,0.2337585207652058,0.20118971398385646,0.06668158996272328,0.35695539869873755,0.04574032620371313,0.23943587878591777
103,41.76830599312965,0.673912863200296,0.2636719250585884,47.20311896055388,0.009674160969141874,0.37918731008119955,0.6058083099960303,0.10937269623938721,0.23389230520233098,0.19982140657662006,0.06403190391282389,0.35726582387369044,0.04600752781487996,0.23929948160055514
104,41.33496363671412,0.6762228059505134,0.26405127299949527,177.71228261550232,0.009661652844176954,0.38291105958482463,0.6109438778391546,0.10392602754799558,0.23402688725767032,0.19856132906321447,0.06162942232145431,0.35755401616477456,0.04626035944497235,0.23917889539714296
105,40.75408913372689,0.3981834063924559,0.2640381529927254,179.6703724539062,0.009648917541198314,0.38467775451832475,0.6166464010918198,0.0980630928178937,0.23416217023946664,0.1974014902787453,0.05944739749764707,0.3578219704917791,0.04649992528473781,0.2390725525377687
106,39.38761833351077,0.37108386213174005,0.2703648500610143,154.92599005958797,0.009635955680906654,0.38469409120563974,0.6228867937459157,0.09190793614044529,0.23429090577292558,0.1963294771704006,0.057466187518840826,0.35806698707230555,0.04672048052662545,0.2389774997787706
107,39.321544262142666,0.3532504371297968,0.27454392914660275,43.99198837643423,0.009622767895044761,0.38648757152789376,0.6285592497432305,0.08651989612735612,0.23442695665708738,0.19527379625865318,0.05556329338009437,0.3582966675659497,0.0469303062477698,0.23889449181697903
108,39.94111845922689,0.33497760839155577,0.27310525299981236,45.515188452370765,0.009609354826366708,0.38986780194419374,0.6337112735346729,0.08179347656294758,0.2345650966024187,0.19424196032474086,0.05374777017196383,0.3585103745637142,0.047127208592896284,0.23882164858616248
109,38.57339383917132,0.3169338226358875,0.26446937303990126,42.726682156966845,0.009595717128606544,0.39467336347370147,0.6383867659061505,0.07763911148704573,0.2347010220512306,0.19323013748325568,0.05201348686741347,0.35870644832678317,0.04730749348529066,0.23875690193409932
110,39.76963293232046,0.29950303351939667,0.2651913359295577,46.03212134184163,0.009581855466446418,0.4007674385631312,0.6426303774764839,0.07398057741175193,0.23483668311378297,0.19225113801973306,0.050371040262759965,0.3588981372666425,0.04747305046581268,0.23869942465770197
