iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7
279,11.720549166399705,0.26671302866869623,0.7243505301885307,410.25678892398844,0.004895798371793159,0.5308765320312464,1.30951984016353,1.9080495736076194e-09,0.1353980358922702,0.1129623346967083,0.005418046637140496,0.06631744520552522,0.016642758683365122,0.28284832725464987,0.07128944103437553,0.002202899754987567,0.4543299233353105,0.13094331546325927,0.0002166413363505059,0.6315163161460123,0.08906338370161437,0.00012798873290299458,0.7450291757040617,0.14265763507839607,5.059875547823384e-10,1.1498689785155531,0.431511230597019,3.320488398060535e-10,1.8176002494853447
280,11.537329570277805,0.09576807094026805,0.7166219099890441,374.51695745910007,0.004860905767201518,0.5299695360412827,1.312073994531376,1.7597605842009348e-09,0.13529442673398245,0.11273239918644719,0.005403985562095556,0.06630526101771925,0.01655236576129548,0.2828395618967913,0.07128719523408,0.0021883414386133383,0.45432732690029515,0.1309426184428973,0.00021106394578319476,0.6315141105498882,0.08906577857605275,0.0001241687800092606,0.745027388993008,0.14266864150800634,4.866116024572037e-10,1.149868976988925,0.43151122943054404,2.929918720032273e-10,1.8176002464182497
281,11.175077375864614,0.08495799884961173,0.705006173113361,122.80737132200383,0.0048260199662358465,0.5283622556338126,1.3148628020768702,1.6070540126922194e-09,0.13519848363765885,0.11251949154472987,0.005390937068632632,0.06629398614786212,0.01646887851879421,0.28283145499461304,0.07128511027639713,0.0021749063426910243,0.45432492656817497,0.1309419295122621,0.00020598815298458685,0.6315120896889914,0.08906778208866202,0.00012070272215378577,0.7450257548388235,0.14267849668999041,4.68568079159886e-10,1.1498689756192146,0.43151122838873923,2.58395255273093e-10,1.8176002436623555
282,11.58995761672521,0.08478223809417784,0.6995605379343033,17.200626563298982,0.004791142669180866,0.5277258329973176,1.3173344465215466,1.4762125967545499e-09,0.13508696093327197,0.11227231073263062,0.005377049875757016,0.066280929498909,0.016372278439616608,0.2828221040263163,0.07128264367557033,0.0021593823126259274,0.4543221653618186,0.1309407969555458,0.00020036182833612593,0.6315099138566749,0.0890684591480647,0.00011689421490288009,0.7450240190197694,0.1426873204966557,4.447871034558623e-10,1.1498689743707737,0.4315112273966291,2.1729599449001168e-10,1.8176002411261478
283,11.946833392938725,0.08454431221415462,0.7011883638333529,18.108904772977926,0.004756275575906832,0.5279485713829957,1.3195251680546545,1.3637872197599287e-09,0.13496492639479918,0.11200199285931964,0.005362605843105839,0.06626668886042081,0.016267025328849077,0.28281192901512725,0.07127992020830677,0.0021424906962788925,0.45431916676937717,0.13093934887411357,0.0001944353374322417,0.6315076570819698,0.08906812844152365,0.0001129101168753025,0.7450222361985332,0.1426952203821217,4.1754842917332656e-10,1.1498689732349008,0.43151122645553575,1.7499874424432624e-10,1.8176002388055426
284,11.393756624947892,0.08424733520957872,0.7102657908108085,16.74716490819076,0.004721420385786677,0.5289325576470221,1.3214624378825077,1.266919129210059e-09,0.13483217825367008,0.11170805274109745,0.005347500979891474,0.0662512466447706,0.01615302426153216,0.28280091548612113,0.07127693951647143,0.0021242200523746424,0.45431592685438565,0.13093760501602186,0.00018822078867688203,0.6315053181168147,0.08906687016097628,0.00010875987029908839,0.7450204051897097,0.14270229267753326,3.874683633195753e-10,1.1498689721998954,0.43151122562474903,1.3389241406373253e-10,1.817600236685321
285,11.433680949216658,0.08604110828596845,0.7195980278775096,17.22851537183671,0.004686578797613198,0.5305918967892461,1.3231738922145533,1.183232873727393e-09,0.13469124881121017,0.11139614901935663,0.0053320032163975154,0.06623489246334952,0.01603249654399098,0.2827892662618738,0.07127376252073168,0.002104927292509136,0.45431250474888835,0.13093563392325516,0.00018184246028595078,0.6315029320507799,0.0890648654959784,0.00010452585819865226,0.7450185516354567,0.14270862368289253,3.5587985907657544e-10,1.1498689712574304,0.4315112248490663,9.679976920048548e-11,1.8176002347572295
286,12.201539002875098,0.133485448112161,0.7314699089620262,86.65398983641276,0.0046517525095162455,0.531307547356587,1.3252294295175502,1.0928815079397991e-09,0.13456104839146507,0.11110815140727458,0.005317710527911053,0.06621978676920667,0.015921510593302768,0.2827785076926402,0.07127082485181005,0.002087177435109528,0.4543093450478396,0.13093379570223324,0.00017606393954660004,0.6315007435296052,0.08906291350660059,0.00010070233148265347,0.7450168540066252,0.14271429076080733,3.2778258444811705e-10,1.149868970411081,0.4315112241474409,6.802445357753668e-11,1.8176002330270982
287,11.325949950942153,0.10186982447495652,0.7283874300774187,222.24139436863146,0.0046169432188799715,0.5311834305821227,1.3275255429978912,1.0007210695353818e-09,0.1344438171156255,0.11084872700959278,0.005304415247270054,0.06620618876100086,0.01582185356767726,0.28276882262964786,0.07126817955766139,0.0020712510304772376,0.4543065005135858,0.13093213819020477,0.00017094244111712987,0.6314987759555335,0.08906114045890043,9.732227973312366e-05,0.7450153281986095,0.14271936323148937,3.0345660723945795e-10,1.1498689696531166,0.431511223518775,4.6477387317400027e-11,1.817600231477942
288,11.364087641116923,0.08326176326231263,0.7203103010542691,144.22543313704983,0.00458215262226009,0.5303164454887068,1.3300519901773653,9.081519696630495e-10,0.13433662016167489,0.11061146385146008,0.005292051308051466,0.06619376181573244,0.015730977094273128,0.2827599723206297,0.07126576019327999,0.0020567366768094,0.4543039011981626,0.13093061573741183,0.00016633590486387083,0.6314969870912562,0.08905947106621069,9.429052322824585e-05,0.7450139424372373,0.1427239032100039,2.820145897383394e-10,1.1498689689734198,0.4315112229631064,3.0482927170045183e-11,1.8176002300901948
289,11.643032448237113,0.08305159098709894,0.7167990079615265,17.38148159794361,0.004547382415301199,0.5302981482207283,1.332308774959043,8.291155720216195e-10,0.13422470426653677,0.1103524030971273,0.005279046776749923,0.06618437570049072,0.015631792522193422,0.28275028340941993,0.07126882328901722,0.0020408977757564967,0.45430106365252987,0.1309655980635136,0.00016147030082481993,0.6314951266461278,0.08920201734777324,9.111111862990294e-05,0.7450125161704622,0.1428921949974889,2.594218705454017e-10,1.1498689683535566,0.43151122241314604,1.797318747729415e-11,1.817600228840863
290,11.448614372074402,0.08277242205120956,0.7202168370131403,15.914235058298763,0.004512634292654133,0.5310309115042369,1.3343014810527585,7.614361124497136e-10,0.1340981115608531,0.11006207286153641,0.005265149921216479,0.06617300977147213,0.015521205368913445,0.28273951217440196,0.07127097617605738,0.0020232734929275776,0.45429791618927823,0.1309964830858884,0.0001562387539689279,0.6314931574868776,0.08932878475774007,8.771686741140499e-05,0.7450110214845674,0.14304288359906858,2.3546202028431504e-10,1.1498689677858553,0.4315112219072276,8.875712824310074e-12,1.8176002277175984
291,11.209216214329809,0.19554434193656578,0.7225047049578279,16.12504669350204,0.0044779099478933675,0.5324293347718894,1.3360609922455888,7.033159281806777e-10,0.13396173135920186,0.10975113306514954,0.005250641279848375,0.0661602523875283,0.01540333427349383,0.28272804103984644,0.07127239076334074,0.0020045200356738116,0.4542945696751604,0.13102376262936086,0.00015083355502409627,0.6314911365202368,0.08944154085710178,8.423123696943522e-05,0.7450094989268766,0.14317779428110586,2.1140320224527132e-10,1.149868967267477,0.43151122150927,3.1707992758753083e-12,1.8176002267100986
292,11.944838676902581,0.2839480813936227,0.7181263600941747,308.0227064954448,0.004443211073434475,0.5329449742872737,1.3380678631828704,6.444101011348814e-10,0.13384017306644663,0.10947383188990838,0.005237163820874259,0.0661488929607378,0.015298569059107084,0.28271781577854194,0.07127366784323885,0.00198786882058418,0.45429158696874333,0.1310481824457191,0.0001460929545131047,0.6314893338070462,0.08954251103021861,8.118198335229104e-05,0.7450081405659575,0.14329856542260144,1.910419576361233e-10,1.1498689668038458,0.43151122115306784,5.025938702566799e-13,1.8176002258086048
293,11.545641602330937,0.18658471107006067,0.7081380770541728,404.2491129118454,0.004408539360451648,0.532677437301568,1.34028450807686,5.859881970736063e-10,0.13373275359224376,0.10922849205201231,0.005224621583165875,0.0661388849869659,0.015206183418292604,0.2827087769274244,0.07127484145538306,0.001973198442430623,0.4542889503737449,0.13107005463422827,0.00014195920159888568,0.6314877358643185,0.08963294490971477,7.852887350817746e-05,0.7450069358364163,0.1434066672849237,1.738733450169638e-10,1.1498689663895398,0.4315112208359123,6.204425883447606e-14,1.817600225002009
294,11.986715468479993,0.08186023868647113,0.6971891368739307,308.10591016941896,0.0043738964987952616,0.5317177089537046,1.3426936957222373,5.288362876335171e-10,0.133636923147353,0.10900940190780578,0.005212916962089163,0.06612996883135423,0.0151239618146764,0.2827007165096858,0.07127589929497247,0.00196015441363335,0.4542865995916658,0.13108963008132452,0.000138320736367436,0.6314863099447828,0.08971390418354414,7.619867157164155e-05,0.7450058606137081,0.14350341892814347,1.592360104213612e-10,1.149868966018988,0.43151122054835217,1.223844456401939e-12,1.81760022428036
295,11.625210239206147,0.08166704492532517,0.6968306780327111,17.635919778164936,0.004339284176909517,0.5315808310861262,1.344828500455994,4.801912053543294e-10,0.13353039928256122,0.10876728612212351,0.005200700979647917,0.06611968884012145,0.015033484822359597,0.28269187192462214,0.07127639363949487,0.0019458237581264442,0.4542840259212624,0.1311068521726114,0.0001344583807204868,0.631484824048968,0.08978575786838495,7.37421323697026e-05,0.7450047506979316,0.14359000349173953,1.4444193349222788e-10,1.1498689656810304,0.4315112202919326,3.419988708433557e-12,1.8176002236344617
296,11.788613665036115,0.0814176095469314,0.7050703000277281,17.543868262018457,0.004304704081750153,0.5321717514776864,1.3467158597487054,4.3866305234677287e-10,0.13341295483609045,0.10850159113535297,0.005187939922270809,0.0661080464172791,0.014934609972222993,0.2826822244381587,0.07127635682779002,0.001930187476426548,0.4542812242693258,0.13112195651940145,0.00013037784020191972,0.6314832763598258,0.08984943355118226,7.116374684561429e-05,0.7450036045979483,0.14366748196538837,1.2965275624140002e-10,1.1498689653724434,0.4315112200330882,6.107468471598368e-12,1.8176002230557922
297,11.298643262504886,0.2241259877633482,0.7146905220579356,16.329577772748355,0.004270157898702224,0.5334071396788024,1.3484006194490845,4.0310651749120383e-10,0.13329310082837292,0.10821941512005949,0.005174687440485446,0.0660996499909082,0.01482969600318131,0.2826719474380364,0.0712817463970782,0.0019135992263461295,0.45427824627659874,0.1311729161022542,0.00012616983294311466,0.6314816916742779,0.09005567235898229,6.85208510446479e-05,0.7450024401200532,0.1439063719370512,1.1528906922791397e-10,1.1498689650911464,0.4315112198881823,8.84874587256985e-12,1.81760022253674
298,11.872720637363486,0.29353243391416867,0.7285142650362104,342.1721818746095,0.004235647311497952,0.5338124603366287,1.350318067262097,3.677093939883747e-10,0.13318681173664565,0.10796889506219594,0.005162372129881457,0.06609224531173144,0.014736865059849877,0.2826628298819934,0.07128658830479338,0.0018989357246949547,0.4542756045021449,0.13121851857208844,0.00012249067271661738,0.6314802833684677,0.09024037149232218,6.621536185996978e-05,0.7450014048600085,0.144120218263811,1.0322876222375225e-10,1.1498689648397586,0.4315112197593465,1.174806943497032e-11,1.817600222072541
299,11.514337921313013,0.18148269323468896,0.7287193050142378,416.8680768791024,0.004201174002134672,0.5334821453527954,1.3524336820866218,3.3309467827232617e-10,0.1330930703883585,0.1077475713472474,0.005150915304681997,0.06608577134603746,0.014655095443117563,0.282654780730378,0.07129094826345186,0.001886030099393809,0.4542732722482263,0.13125932953633523,0.00011928229413201514,0.6314790361597588,0.09040576284468227,6.420879620575417e-05,0.745000487463149,0.1443116182818629,9.30989764157606e-11,1.149868964615193,0.43151121964408584,1.4721218132577927e-11,1.8176002216574962
300,11.284070460413382,0.08063393972590732,0.7248988589271903,313.28656148858954,0.004166739650792848,0.5325022442128209,1.3547297455057812,2.996483796876093e-10,0.1330095166398213,0.10755007179020308,0.0051402276971911,0.06608001777185651,0.014582355055395443,0.28264760785736537,0.07129485486625785,0.0018745581718606198,0.45427119392572995,0.13129583817887006,0.00011645647863440263,0.6314779236323126,0.09055381681353503,6.2444908510226e-05,0.7449996689482653,0.14448290439307787,8.45008334218485e-11,1.1498689644144118,0.43151121954212895,1.7670925204453304e-11,1.8176002212863194
301,11.79608102810284,0.08046868099811776,0.7185882308986038,18.400132058980542,0.004132345935754183,0.5323116768277516,1.3567645374471278,2.712361541242322e-10,0.13291594569704565,0.10733155049420842,0.005129120447261953,0.0660728163609712,0.014502225266312977,0.28263973318646735,0.07129794981653655,0.0018619417374788497,0.45426891723129037,0.1313282645088025,0.00011345238472029063,0.6314767640568049,0.09068585758322356,6.058205629424516e-05,0.744998823252696,0.1446361702926802,7.606012567023018e-11,1.1498689642316533,0.4315112194444045,1.9785505141759212e-11,1.8176002209505628
302,11.512308635467015,0.08024958393053866,0.7200796022079885,16.982365748936537,0.004097994533319826,0.5328187643235339,1.3585631174402661,2.4702731434825174e-10,0.13281147437161553,0.10708988968177935,0.005117443244581519,0.06606412211802427,0.014414022283841307,0.28263109002904124,0.07130028133194394,0.001848078519478136,0.45426642363768716,0.13135702069099783,0.00011025619977116665,0.6314755503071433,0.09080351625502356,5.861259950485403e-05,0.7449979452542774,0.1447732947875047,6.779623870212052e-11,1.1498689640650446,0.43151121932631564,2.0868564395004133e-11,1.8176002206454978
303,11.487332011831585,0.17009034720075392,0.7236693371087313,17.652316475676283,0.0040636871177286695,0.5339430905054776,1.3601534224542677,2.263385155931573e-10,0.1327003842664593,0.10683450523317002,0.005105491403559573,0.06605443340510439,0.01432118975927083,0.28262200121336495,0.07130199629989044,0.0018335085576555025,0.4542638053969052,0.1313825338379635,0.00010698636483534483,0.6314743180024475,0.09090837571596883,5.66085159605899e-05,0.7449970592955015,0.14489596333844398,5.998036135734187e-11,1.1498689639136408,0.4315112191989854,2.107302060192691e-11,1.81760022036858
304,11.814450910252166,0.2163909985151946,0.7260235520079732,293.418358818662,0.00402942536107575,0.5342845365474324,1.361968897254224,2.0596340870692689e-10,0.13260114407030094,0.10660623160076513,0.005094389971405865,0.06604578422599695,0.01423847553814827,0.28261388415872424,0.07130353261373065,0.0018205389109722993,0.45426146744949397,0.13140534930386383,0.00010410684127970777,0.6314732173386571,0.09100218696220255,5.4847684600721495e-05,0.7449962679395784,0.14500568750948856,5.340206934635391e-11,1.1498689637782855,0.43151121908292983,2.125744369905065e-11,1.817600220120961
305,11.571533365344166,0.125903746994711,0.7102138281334192,342.53161456370117,0.0039952109332307495,0.5339328239565779,1.3639783541099084,1.8620074629509158e-10,0.13251297289202144,0.1064032003072046,0.005084048988778875,0.06603811681023701,0.01416513600369026,0.28260667351757096,0.07130491861151073,0.0018090464753611928,0.45425939027523193,0.1314257559212867,0.0001015789149759454,0.6314722380485192,0.09108611403738717,5.3304963180484457e-05,0.7449955636684638,0.1451038225965287,4.786534221211378e-11,1.1498689636573356,0.43151121897764994,2.144376559633173e-11,1.8176002198996564
306,11.671651908308421,0.0795484703056566,0.6962670288048685,225.98184620515167,0.003961045501756612,0.5329696303138625,1.3661684782390289,1.6721187266693027e-10,0.13243335490589786,0.10621980192129223,0.005074410686838972,0.06603117905461182,0.01409906647951575,0.28260016795944876,0.0713061419238647,0.001798701946385871,0.45425751665868597,0.13144399266113346,9.932633088124893e-05,0.6314713566577891,0.09116116119303899,5.1933232006831734e-05,0.7449949300403592,0.14519158347655617,4.314562967547643e-11,1.1498689635491317,0.43151121888368577,2.1571494986464808e-11,1.8176002197015784
307,11.423067786718665,0.07939152930851848,0.6911468210164458,17.001881484608667,0.003926930731828268,0.5327585173108981,1.368106866821999,1.5110127061614647e-10,0.13234259725911635,0.10601221138995899,0.005064194996074867,0.06602287918385692,0.014024592590114947,0.28259286069073936,0.07130683301967328,0.00178706056073514,0.4542554173898069,0.1314600919956333,9.687776123278673e-05,0.6314704200324773,0.09122786304622749,5.045218748654421e-05,0.7449942629111321,0.14527005893993036,3.853824858321642e-11,1.1498689634506658,0.4315112187712997,2.076932190426127e-11,1.8176002195193963
308,11.359194201234068,0.07918462506677244,0.6936548268422484,16.65318778833698,0.0038928682861514748,0.5332117342105206,1.3698197676168742,1.3739095848135938e-10,0.13224187773193785,0.10578298468816491,0.0050534418961176875,0.06601336406474462,0.013942676927419151,0.2825848381673519,0.0713070492029232,0.0017742741242235316,0.45425311712746835,0.13147428356062738,9.426837886535199e-05,0.6314694369894457,0.09128710458310713,4.888329843445109e-05,0.7449935681706277,0.14534022456333381,3.410772159002582e-11,1.1498689633610881,0.4315112186947575,1.9195274313539875e-11,1.8176002193515488
309,11.757012299224439,0.10470899531385669,0.7089681020006537,18.280801737512025,0.0038588598248817775,0.5342522124579785,1.3713335883187812,1.2568819028101787e-10,0.13213491881800637,0.10554039415812255,0.005042442761265338,0.06600305278166395,0.013856293421708767,0.28257638232702575,0.07130689693656918,0.0017608077250351511,0.45425069619596703,0.13148680011991065,9.158973365771877e-05,0.6314684352542779,0.09133973358147768,4.728103662349076e-05,0.7449928644472901,0.14540295431326078,2.996957672311662e-11,1.1498689632798227,0.43151121861793973,1.716508753937445e-11,1.8176002191976803
310,11.694265239475317,0.1277763839420402,0.7165569690987468,177.81822405780017,0.0038249070055436027,0.534553978527903,1.373074546020283,1.1421029062265448e-10,0.1320379325098892,0.10532045756345816,0.0050322596752235375,0.06599368762139365,0.013778174858436028,0.28256871828553803,0.07130673216055901,0.001748638857921362,0.4542485021459395,0.1314979736967491,8.919726789303057e-05,0.6314675299406548,0.0913867566260278,4.5853474086632896e-05,0.7449922287893175,0.1454590310152448,2.6467292827209264e-11,1.1498689632071029,0.43151121854694,1.539420533089684e-11,1.8176002190598481
311,11.48030116426186,0.08303421060872083,0.7266502419952303,234.41430282617276,0.003791011482949462,0.5342020918241827,1.37500499822732,1.0313900805599692e-10,0.1319505264966225,0.10512219058310454,0.005022802125943763,0.06598524167174974,0.01370794099670005,0.2825618145264756,0.07130656988916326,0.0017377037671071531,0.4542465254518445,0.13150795285768754,8.706960112587036e-05,0.6314667157280681,0.09142877719919378,4.458672631781291e-05,0.7449916572758645,0.1455091557468033,2.3507117835689992e-11,1.1498689631420722,0.43151121848302376,1.386689982398953e-11,1.8176002189365064
312,11.626278988191714,0.07850105237347549,0.7207552010659128,102.4884592773969,0.003757174909119309,0.5332746591017052,1.3771399793850048,9.246942247731144e-11,0.13187019488106663,0.10493838200651413,0.005014052039804867,0.06597799633784697,0.01364291785256146,0.28255540745266355,0.0713072239988431,0.0017275849143917658,0.4542446919254946,0.1315223941335846,8.512537721188054e-05,0.631465966929327,0.09148864822398171,4.3432307602759514e-05,0.7449911325190044,0.14557915649222794,2.095822969473506e-11,1.1498689630838062,0.4315112184232071,1.247783977822885e-11,1.8176002188257443
313,11.632981926363678,0.07834168673806162,0.7188659680541605,17.620491883620755,0.0037233989332000153,0.5330604921370998,1.379028540036375,8.342810752781586e-11,0.1317790960861216,0.1047310573534212,0.005004739352137299,0.06596948214569633,0.013569868000777785,0.28254823017025,0.07130742083966841,0.0017162349905190013,0.4542426427889253,0.13153512341595272,8.301336361350134e-05,0.6314651692851914,0.09154181538947616,4.2186243746272534e-05,0.7449905784148739,0.14564172148327323,1.851428466812273e-11,1.1498689630308878,0.4315112183497306,1.0792687046580816e-11,1.817600218723788
314,11.402917186388148,0.0781382212383889,0.7186794970184565,16.7660962183195,0.003689685201384996,0.5334759695666005,1.3806978072185916,7.574300004954208e-11,0.13167962813400674,0.10450544924537895,0.004994905324962094,0.065959977082051,0.013490711985858132,0.28254046614364836,0.071307236951606,0.0017039553766723808,0.4542404303833973,0.13154633760835116,8.079013329558348e-05,0.6314643393984712,0.09158901723514913,4.088182133817876e-05,0.7449900059202531,0.14569763530068747,1.6220031600605098e-11,1.1498689629829,0.43151121837946343,8.987791198705563e-12,1.8176002186302493
315,11.948855085493125,0.07789894587080114,0.724876502994448,18.719233359666013,0.0036560353568339784,0.5344475409883234,1.382171936828015,6.919080747371531e-11,0.13157376768839288,0.1042660163005173,0.004984797990897129,0.06594969890865549,0.01340699664880208,0.28253225751047734,0.07130673432792846,0.0016909851600081024,0.45423809468638165,0.13155620970153162,7.849933296012752e-05,0.6314634898024564,0.09163090877725807,3.9544534401327755e-05,0.7449894232763293,0.1457476003531347,1.4101259853008923e-11,1.1498689629394396,0.4315112183729951,7.201746024167523e-12,1.817600218544738
316,11.549879931050482,0.2722927081290962,0.7283399691805243,17.67963710337337,0.0036224510395929128,0.5359103378300529,1.3834712574351173,6.358784775986905e-11,0.1314620317783631,0.10401384367232132,0.004974397653335867,0.06593872158241824,0.013319157213640222,0.2825236453928811,0.07130594601164614,0.0016773945249415278,0.4542356476792818,0.13156488466912752,7.615642701910201e-05,0.6314626245278346,0.09166805721678546,3.818361185050753e-05,0.7449888331236637,0.14579224548216022,1.216088965084131e-11,1.149868962900098,0.43151121834013195,5.5269430441542294e-12,1.8176002184668052
317,11.575161394729859,0.46780294926897814,0.7208387779537588,413.0016471782907,0.0035889338865140396,0.5366279286865968,1.3849762379937967,5.8115327610729766e-11,0.13136321376762286,0.10379068812350581,0.004964761086303264,0.06592902233287763,0.013241650962109839,0.2825160279637462,0.07130526183750871,0.001665411509058611,0.45423348303119326,0.1315726428153861,7.411133460857458e-05,0.6314618577315447,0.09170126540277057,3.699824319488405e-05,0.7449883099552292,0.14583213354330574,1.0557565166374362e-11,1.1498689628649796,0.4315112183128655,4.227214324637456e-12,1.817600218397234
318,11.477322847249631,0.4508565343141975,0.7089686261024326,530.6600486880404,0.003555485531176114,0.5366856429204326,1.3866575355882476,5.283621761566919e-11,0.13127694518760355,0.10359563486818404,0.004955813319056854,0.06592057310361513,0.013174099976053401,0.28250937639614837,0.07130469128562575,0.001654975736953941,0.4542315926313816,0.1315795896555707,7.234415417332838e-05,0.6314611850308465,0.09173096632593115,3.597572448873125e-05,0.744987850589686,0.1458677682678785,9.236692933579923e-12,1.1498689628336571,0.4315112182880423,3.22904950884921e-12,1.8176002183351785
319,11.853079793943074,0.2532686806008712,0.6993693290278316,510.69538157596554,0.0035221076038047896,0.5361608906685774,1.3884945728535834,4.7792561591732824e-11,0.13120183397063737,0.10342553769495776,0.004947483357487715,0.06591323615461397,0.01311536901163282,0.2825035845428275,0.07130422165392696,0.0016459111602482954,0.4542299467072507,0.13158581074813877,7.081873539025871e-05,0.6314605960290008,0.09175753023245711,3.509434658859003e-05,0.7449874479581151,0.1458996004205138,8.145013174304477e-12,1.1498689628057215,0.4315112182655985,2.462734474792717e-12,1.8176002182798177
320,11.469253572225123,0.07783240190133185,0.6953658279962838,385.9697377809895,0.003488801731193153,0.5351236574521862,1.3904723994740613,4.3012925409464824e-11,0.131135653732339,0.10327544309945821,0.004939703284271778,0.06590678166637641,0.013063687518426353,0.28249848171937403,0.07130382060485196,0.0016379386999589767,0.4542284962849008,0.13159137435845195,6.948566961081865e-05,0.6314600753494243,0.09178127243498299,3.432522722374268e-05,0.744987091824648,0.14592803331536422,7.233505069822685e-12,1.1498689627807883,0.4315112182454891,1.8698713255177237e-12,1.8176002182303945
321,11.651204843285363,0.07703038842543891,0.6957327481359243,91.19895781088502,0.003455569536622451,0.5336379363146158,1.3926220859173088,3.8459171972317065e-11,0.13107350802302467,0.10313463416102975,0.004932517064635877,0.06590070232136673,0.013015288628339356,0.28249369987576006,0.07130340327096817,0.001630477715547585,0.454227137924969,0.13159631997042237,6.825382754831037e-05,0.6314595933544381,0.09180243336338385,3.361639730792322e-05,0.7449867628393645,0.1459534277731121,6.448949023568571e-12,1.149868962758474,0.43151121822659394,1.3981099341283825e-12,1.8176002181861861
322,11.116819298548101,0.07692854542984336,0.7039928429294378,15.840413154326107,0.003422412639782963,0.5328759676717327,1.3945230901677148,3.460802395874451e-11,0.13099914424502987,0.10296660161390286,0.004924577109631881,0.06589333335132616,0.012957792355245138,0.2824880467100502,0.0713026671499593,0.0016216306263886597,0.4542255374729674,0.1316005964808947,6.684746157053428e-05,0.6314590598663579,0.091821061344079,3.2813321121687224e-05,0.7449864029214109,0.14597610655597615,5.697112419874067e-12,1.1498689627382843,0.4315112181871973,9.830504523502358e-13,1.8176002181463655
323,11.685083526816241,0.0767771079970089,0.7171350540593266,16.95880884438913,0.0033893326566950604,0.5327518665582502,1.3962021568004215,3.134092216546716e-11,0.13091441191338002,0.10277554160273877,0.00491607817142169,0.06588486982108226,0.0128926435238409,0.2824816559084861,0.07130165733158829,0.0016116203325496202,0.4542237323923437,0.13160428146340547,6.530298526630168e-05,0.6314584849940795,0.09183743850443483,3.193680728529412e-05,0.7449860185322678,0.14599635836585212,4.9885464786793815e-12,1.1498689627200294,0.4315112181393434,6.399258333449896e-13,1.817600218110574
324,11.45868878171456,0.07658306322697045,0.7222948039416224,16.65852444989596,0.003356331199630453,0.5331901799757638,1.3976831996803143,2.856073944572625e-11,0.1308209042873185,0.1025649913395514,0.00490708264765752,0.06587548012526458,0.012821088918117235,0.28247464270686024,0.07130041301773997,0.0016006392892043571,0.45422175498468964,0.1316074439342344,6.365191599855429e-05,0.6314578775201559,0.09185181654410922,3.1004843562918306e-05,0.7449856152906713,0.14601444140470338,4.330308950248739e-12,1.149868962703536,0.43151121810671494,3.7502313992786274e-13,1.817600218078469
325,11.76267153333147,0.07636052670304637,0.7174675641581416,18.20925606436286,0.003323409877033601,0.5341245389032467,1.3989905239997362,2.618772636235381e-11,0.13072275455197072,0.1023441911526805,0.004897863880828321,0.06586559788805443,0.01274629884834076,0.2824673119921719,0.0712990223398166,0.0015891754386637453,0.4542196908139905,0.13161016505353273,6.196541875737114e-05,0.6314572596595236,0.09186445784535009,3.005723261251148e-05,0.7449852073363201,0.1460305865603378,3.735484445833691e-12,1.1498689626886722,0.43151121806895965,1.8882521299537274e-13,1.8176002180497355
326,11.468835124388242,0.07610818744138399,0.7108945439103991,17.347137207240714,0.0032905702934433196,0.535496267807504,1.4001407836213118,2.4156244687398964e-11,0.13061883077728353,0.1021106357779718,0.00488838967528669,0.06585510943327524,0.012667435059365226,0.2824595788698534,0.07129747020044293,0.0015771008986354413,0.4542175161303632,0.13161248286159008,6.022856745737381e-05,0.6314566257994798,0.0918755308080272,2.908593316281346e-05,0.7449847911169865,0.14604500028696515,3.1968911869669726e-12,1.149868962675269,0.4315112180111402,7.154618513653127e-14,1.8176002180240447
327,11.35985688774583,0.3387993305744317,0.7214960879646242,17.581967075740128,0.0032578140494145848,0.5372535784869124,1.4011525370816917,2.2412133264247548e-11,0.13051155602649853,0.10186969472534961,0.004878757084856057,0.06584426947780016,0.012586350532464503,0.2824516215781023,0.0712958097552133,0.0015647006146333664,0.45421528092096686,0.13161445531417484,5.8481929170050984e-05,0.6314559886142368,0.0918852317703242,2.8113472882754798e-05,0.7449843746435831,0.14605786718653443,2.717509200717198e-12,1.1498689626632024,0.43151121795643216,1.2963186762256216e-14,1.8176002180010984
328,12.053486972686096,0.6931083713145079,0.7288636220619082,438.5051955060861,0.0032251427414405186,0.538294532389356,1.4023670627639444,2.0692808706570584e-11,0.13041713643266356,0.10165750375877013,0.004869855155569637,0.06583473418166999,0.012515158333284373,0.28244461874973176,0.07129435381705515,0.0015538223970720337,0.4542133137805153,0.13161622487882468,5.6964119033607703e-05,0.6314554265400644,0.09189390807242327,2.7270128997599347e-05,0.7449840070857682,0.14606935228691878,2.3252120724253377e-12,1.1498689626524405,0.4315112179094835,5.336179521166392e-16,1.8176002179806177
