iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7
10,41.21521233975507,5.751406155705187,0.748703032033518,182.39642245017717,0.0018008199999999981,0.09562226777982304,0.10707863181561159,0.9821035867612364,0.0956240601714926,0.10708414569309875,0.9821002782634307,0.09562804305298238,0.10709588956454091,0.9820977330455852,0.09563693685834557,0.10713870251702276,0.9820956630739496,0.09573785726607581,0.09581692476118275,0.9821745979802317,0.10705528467973344,0.09553627664284842,0.9818995065170252,0.10706421468912243,0.1070611685058218,1.018097213620674,0.10705033567277734,0.10704611740710623,1.018047307803766
11,39.691444554286676,4.457317171901365,0.7525982710067183,188.77785494969217,0.0020007999999999988,0.09438652145313692,0.10838643930356882,0.9781882589208228,0.09438618486516878,0.10839600726556779,0.9781815729343208,0.09438787590719114,0.10841566535491873,0.978176542905845,0.09439428517524186,0.10848466549083968,0.9781727920016396,0.09452752067464334,0.09473920595125257,0.9783038788796627,0.10834871448221756,0.09426720696473298,0.9778620137806805,0.10836009556190246,0.10835480184892562,1.022110588386647,0.10833263251711722,0.1083237042943944,1.0220099160844502
12,40.73284389303549,3.137071778168104,0.7504270940553397,159.6995542071621,0.0022007799999999994,0.09304134640774883,0.10983658427439467,0.9738925049320493,0.09303977874461693,0.1098513500046583,0.9738827576704466,0.09304064375843893,0.10988158984639564,0.973875837060477,0.09304715206658734,0.10998561570393425,0.9738712974199552,0.09324610095084805,0.09362246634824087,0.9740794239280581,0.10976563870699493,0.09286891406078472,0.9734042160717069,0.10977844385582974,0.1097683170068555,1.0264950910855524,0.10973066798630242,0.10971213479899888,1.0263174588168917
13,39.05517895243817,1.8993474181179395,0.7511517170350999,152.1846522314692,0.002400759999999999,0.09159077057868385,0.11143262880419441,0.9692190183500871,0.09158956685690169,0.11145365816652775,0.9692076392908985,0.09159226716136104,0.11149726706216345,0.9692008777833029,0.09160391852387435,0.11164617385329911,0.9691985195447677,0.09192215334307484,0.09249134416827147,0.9695163143632308,0.11129878199443989,0.0913407076403103,0.9685199389692718,0.11130804879199956,0.11128858610496963,1.0312170751643868,0.11123053341066845,0.1111941819048303,1.0309249218860228
14,38.796555804680146,1.5339745038743289,0.751452666008845,106.43687266294555,0.00260074,0.09006935469559893,0.11318959981119218,0.964135862755602,0.0900879296620635,0.11321418016366834,0.9641363496111003,0.09012681382934797,0.11326915565970203,0.9641473350691248,0.09021885037198013,0.11346687960481985,0.9641722074387832,0.09099659506457328,0.09136310535676702,0.9646334783675988,0.11296581543160646,0.08967620175236295,0.9631578173858707,0.1129547496433715,0.11292176602871032,1.0363035810299819,0.11282341336864707,0.11275689418368322,1.0358034807651417
15,38.26379790379351,1.4868481500401025,0.7474617410916835,75.88530594598434,0.0028007199999999996,0.08877047434598975,0.11507893195588027,0.9587473924551801,0.08895596812023696,0.11507982367238348,0.9588460159625927,0.08925789924282387,0.11510493790171679,0.9590027865745411,0.08976887547777132,0.1152764606734645,0.9592603633527864,0.09109583832665308,0.09026692301980684,0.9595475014316854,0.11481874565795727,0.08789255863977662,0.9573198426844549,0.11477095680975682,0.11471952022742103,1.0419071171542649,0.11455424581243395,0.11444350723978076,1.041089062215124
16,38.075966131324186,1.4085081069289005,0.7481925068423152,80.42293239682118,0.0030007000000000002,0.08768292762749653,0.11710274480581888,0.953063761517709,0.08815998616591544,0.11705157323415692,0.9533479299208909,0.08886966489335775,0.11700170049752318,0.953785877532711,0.08990703153866303,0.11705996862598436,0.954500817033513,0.09178344098429121,0.08921221540092251,0.9544418217201394,0.11685893067267783,0.08597395476031844,0.9509834560685737,0.11675628099335883,0.11668021157813169,1.0480240400180576,0.11641841388194935,0.11624465639222491,1.0467644701890089
17,36.78969871659581,1.3106401247014021,0.7467423030175269,77.86591267176972,0.00320068,0.08679721249534496,0.11926771538337937,0.9470815116331703,0.08767374323085195,0.11913554355745934,0.9476368675948503,0.08888902233578708,0.11896232258461577,0.9484953037384157,0.09048988529568726,0.11881210531735151,0.9499050185433513,0.09287789024987239,0.08820028556917348,0.9493163391880315,0.11908489749017752,0.08392139356485466,0.9441521225055789,0.11891013813019335,0.11880312673416588,1.0546459781867632,0.11841627312539935,0.11816119172527868,1.0528278814545395
18,37.598078891281986,1.2267033059536132,0.7509551818948239,76.09465229585183,0.0034006600000000007,0.08614777593025422,0.12156764224741881,0.9408318537655952,0.08751584342795721,0.12131891639231718,0.9417548727408519,0.08929494143003913,0.12096009289162887,0.9431960324777786,0.09144553883086064,0.12052900889754983,0.9454800992240628,0.09428737379027845,0.08722395498088681,0.9440339945674394,0.12149420176504164,0.08174249090017773,0.9368461679296729,0.1212295869315097,0.12107998267846705,1.0617442981937775,0.12054742102612062,0.12018199169318484,1.059245326888263
19,37.82105907521301,1.1754006522239615,0.7489084070548415,74.55817199670778,0.0036006399999999996,0.08581343865036417,0.12396320618285372,0.9344315776382027,0.08773452132530198,0.12354399953149449,0.935857084877829,0.09008766780257425,0.1229060911465369,0.938104972334047,0.09271995843912156,0.12220601397982427,0.9412307619838417,0.09591279471031694,0.08625898989705054,0.9383682690914117,0.12406309771741748,0.07945345813808881,0.929114123637216,0.12368916919375977,0.1234914343115637,1.0692603094091684,0.12278163559340728,0.12228595123817573,1.0659551807945478
20,35.82715450235533,1.1361732364963275,0.7489333350677043,66.07200956494182,0.0038006199999999993,0.08576218553878082,0.12647842145661117,0.9278269732723169,0.08829295784126737,0.1258265263168813,0.929905531816613,0.09122858035021668,0.1247965689896349,0.933229812563516,0.09428495915026029,0.12384331006512168,0.9371594071390599,0.09764597248942351,0.08524680713953751,0.9320944932930445,0.1268076034965474,0.07705833000864457,0.9209535757204083,0.12630374486257123,0.12605029374335455,1.0772352597971298,0.12513375674507196,0.12448182528536719,1.0730019394285983
21,34.84718539396514,1.1040098580960398,0.7510879400651902,62.384128223073894,0.0040006,0.08597626412043323,0.12912724364967837,0.920989986571779,0.08916779379868114,0.12817571089626428,0.9238759877836082,0.09269215153435012,0.12662964452904807,0.9285714711516468,0.09612306668797832,0.12544025748767468,0.9332668285735948,0.09940168628828662,0.08410042451016574,0.9251375149866139,0.12972603547899708,0.07457572456146565,0.9124137870177526,0.1290705039802176,0.1287497732146888,1.0856558485512995,0.12760577706498352,0.12676686160059963,1.0803903473333827
22,36.15315326102791,1.0798859833858587,0.750745452940464,65.90611442082827,0.004200579999999999,0.08646539687188036,0.13189982888172808,0.9139517585480055,0.09035389773430871,0.13058273200786122,0.9177860496798442,0.09446480802375357,0.1284028170185965,0.9241291465722243,0.09822766568841312,0.12699398487963115,0.9295526061595398,0.10117897537843921,0.08274749344630025,0.9175500702205157,0.13278235540645975,0.07204481905357348,0.9036213205551238,0.1319697893202423,0.13157062995009083,1.094461551194216,0.13017651911213068,0.12912218870000977,1.0880547532265912
23,34.61812706527958,1.0604674277634316,0.7514527637977153,61.52160570432309,0.0044005599999999995,0.08719362711684858,0.1348272306831415,0.906638342219068,0.0918263986482323,0.1330696433314826,0.9115750957905099,0.09653169083415017,0.1301167239954606,0.919900266736899,0.10058794667484512,0.128507150234077,0.9260146446137706,0.10287662572487948,0.08108728309441453,0.9092796433983208,0.13599312394232277,0.06948199323058106,0.8946150712962683,0.1350271866201235,0.13453840667428776,1.103731166132568,0.13286091032414127,0.1315581397749431,1.0960409282008627
24,34.652081782080614,1.0449556339941843,0.7503129479009658,63.22856279517701,0.004600539999999999,0.08816151788467215,0.13790838962797408,0.8990558303487775,0.0935818135735832,0.13563397311463582,0.9052401535703793,0.098887983797105,0.13177010466884553,0.9158813936146918,0.10320426108257193,0.12997799288936737,0.9226502623336028,0.10452409908697667,0.07909810280404904,0.9003990475868748,0.13933848210687627,0.06692993989165072,0.8855264186738322,0.13822830175462197,0.13763927745072516,1.1134237320980422,0.13564053141447405,0.1340543490310257,1.1042923157907447
25,34.08676628604668,1.0333542926348827,0.7503755548968911,65.53746776650334,0.00480052,0.0893844124748553,0.14112565634398017,0.8912495977870044,0.09562494680843775,0.13826061602364703,0.8988079716142122,0.10153318642543892,0.13336160695746435,0.9120681844337603,0.10608146837376811,0.13140418981180393,0.9194562425969476,0.10619893456007701,0.07679915825672172,0.8910136101635475,0.14279443888123086,0.06443529844055476,0.8765041829205793,0.1415667771760803,0.1408652010943081,1.123513138977452,0.13852556029049945,0.13661856557799779,1.112840957980243
26,34.082300063358005,1.0223536467185894,0.746232588076964,66.42079018785833,0.0050005,0.09084186551252932,0.14449916087030368,0.8831678565290896,0.09794527615163366,0.14096202455682927,0.8922315058595819,0.10446423353378996,0.13489192876295367,0.9084553005354195,0.10921899386152886,0.1327866119532991,0.9164277941090161,0.10789743803699567,0.07420648505942987,0.8811455843359929,0.1463650967823529,0.062040606935958816,0.8676670272102058,0.14503127600689852,0.14420395471069905,1.1339733889415449,0.1414964533874032,0.1392242062081627,1.1216275187925093
27,33.33486503777368,1.0105484401605602,0.745274922112003,66.9806613998897,0.0052004799999999995,0.09252659023141217,0.1480362920105409,0.8747900611783508,0.10053989338281046,0.14374099407396368,0.8854861446942661,0.10768142484885648,0.13636171360696042,0.9050368270340602,0.11261867468171435,0.13412583722784158,0.9135453006265902,0.10964655674521087,0.07135236639748796,0.8708403052789987,0.15004984722210596,0.05978953998173695,0.8591448177060361,0.14862962405515928,0.14766715070190223,1.1448290456956511,0.14455246204493546,0.14187738520590945,1.130651502183484
28,31.070429851591445,0.9405432616346396,0.7498517660424113,62.0604245454758,0.00540046,0.09440779757786548,0.15177129386635904,0.8660270610706993,0.10339620064750434,0.1466191533958329,0.8784903032559355,0.11118287902249677,0.13777237930643227,0.9018062897508213,0.11626980065960092,0.13542045509859793,0.910691385247746,0.11140508310425544,0.06827056172596,0.8600637633421143,0.153874620265159,0.05773369954272112,0.8510716231671873,0.15237895799746495,0.15126987086754604,1.1561410438070299,0.14769598982120602,0.1445695133836867,1.1399223234918963
29,29.835741935301446,1.0474003958277003,0.7534578090999275,54.57114275128007,0.00560044,0.09644784219071756,0.15575875531597508,0.8567419003362335,0.10650043035566943,0.14963269171013308,0.8711168601159148,0.11496399877568167,0.1391261671624046,0.8987566134885682,0.12009434654236217,0.13665038827713785,0.907133158477573,0.11313239743383413,0.06499620089663062,0.8488132101757051,0.15785579551387893,0.055904248477535466,0.8435277294970698,0.15627856619701974,0.1550181375951868,1.1679093788823147,0.1509078765688394,0.1472944555795299,1.1493827151301943
30,31.572535529074457,1.1986490835016503,0.7490132302045822,41.73158132066888,0.00580042,0.09863240664273197,0.16004524043107554,0.8468351325551892,0.10981779520141943,0.15281263405632178,0.863263732294302,0.1189456709735033,0.1404335684989109,0.8958789731809006,0.12320243492284659,0.13754427498332414,0.9003912077710036,0.11482877688187185,0.061560529326110905,0.8371201915902134,0.1620192938417489,0.054287983230884185,0.8364908450964014,0.16041955379623957,0.15898603489597965,1.180391507096795,0.15430113270102566,0.15012806692532268,1.1593824503855468
31,31.154610734618082,1.333663790109168,0.7478438350372016,41.62869170166225,0.0060003999999999995,0.10090597590396176,0.16463012010360742,0.8363300643518572,0.11329645461499044,0.15615764044848113,0.8549267781890013,0.12306793107977641,0.14170567779303278,0.8931647247863413,0.1252917959912797,0.13770573309214953,0.8913516035507878,0.11649683986540423,0.05802004989263064,0.8251579994244507,0.16641333677636208,0.05287712977887806,0.8299399160072913,0.1649096249238921,0.16329450508907448,1.193858164019212,0.15796573236256484,0.15319235346459445,1.1701858038152104
32,28.426106874099776,1.4234047566195103,0.7456752359867096,42.78988370905556,0.00620038,0.10308509769727099,0.16952202967436633,0.8252262699967473,0.11678650585791656,0.15967366872348057,0.8460761040382625,0.12720260332163447,0.1429519641934692,0.890604426716484,0.12621740869555614,0.13683369565138515,0.8805280313424806,0.11814216940727654,0.05444071405974588,0.81307690713956,0.17109721457769816,0.051674544164498036,0.8238598046046555,0.16982360086259507,0.16803103032808875,1.2084699034089708,0.16196080817696018,0.15657018088570765,1.1819518502549324
33,30.02418582091574,1.4695058219775667,0.7493654978461564,43.26438228247653,0.00640036,0.10525274435754531,0.17472225784417622,0.8135381752020996,0.12036616057562068,0.16335587399861307,0.8367000423661528,0.1314134875853398,0.14417611708076425,0.8881739154977654,0.12619099472602913,0.13490204982195375,0.8682641015754409,0.119766286263485,0.050901419656179225,0.8010578605026568,0.1760907881310068,0.050674047338714105,0.8182315005363909,0.1751871773125096,0.17321573074345437,1.2242579235041156,0.16632153303414346,0.1602803874689833,1.1947616845794982
34,31.09429410629056,1.4829985528226075,0.7494712001644075,43.472544707362985,0.00660034,0.10749914309106533,0.1802352952316891,0.8012712034211787,0.12412439501309915,0.16720202074938365,0.8267696639041058,0.13578060505781336,0.14537947140460064,0.8858086635056605,0.12543078002382788,0.1320343935695935,0.8548341527766081,0.12136657240215028,0.04747831045087447,0.7892750813400586,0.18138153544346539,0.04986064325675467,0.8130312287883668,0.18099417859243797,0.17883383282016418,1.241181821353032,0.17105107951356738,0.16430587489036075,1.2086035130486046
35,29.348502222860954,1.464648963666101,0.7441901229321957,42.810311624041674,0.00680032,0.10972211177352266,0.1860877978390303,0.7883866439825788,0.12798986664829334,0.17123260349039476,0.8161839654447811,0.14025182415806411,0.14656980500082623,0.8833565886393311,0.1239788760957262,0.12833325504741566,0.8404036103985517,0.12294584797830754,0.04422699410870665,0.7778408111288172,0.18698890275873184,0.04923198283928435,0.8082413760969996,0.18725491968120642,0.18490049148386756,1.2592368327926342,0.17614718852987774,0.1686671515834568,1.2234522027389119
36,28.15429298385095,1.419798006487779,0.7469307279679924,43.985145257205154,0.007000299999999999,0.11177650979237326,0.1923067773204904,0.774855502363312,0.13185555573767524,0.1754669195730625,0.8048530533922363,0.14474918693890965,0.14775072386567759,0.8806229294658303,0.12189961126804509,0.1239348650490806,0.8251343973123209,0.12450721397543335,0.04120261943694611,0.7668641835106186,0.19293270182494776,0.048787743294475244,0.8038460348143356,0.19397470864660707,0.19142760107968154,1.278415789073531,0.18157593752086384,0.17335836604046828,1.2391986986488928
37,26.984279646571885,1.3654572718698823,0.7478567438665777,41.9580828786238,0.00720028,0.11363812609516354,0.19890959345400216,0.7606774856135166,0.13571447401359324,0.17990442044452146,0.7927461254190381,0.14924567890580237,0.14892064978916733,0.8772085270185751,0.1192910492385103,0.11895683765888367,0.8091650513323917,0.12605415494058278,0.03843992007708415,0.7564265862205293,0.19926150790237418,0.04852168021013438,0.7998253980677746,0.20120992428627124,0.1984476616821347,1.2987602994134286,0.18739127910055514,0.1783983011180654,1.255830824287035
38,26.592300846718974,1.4926315524094962,0.7480337899178267,35.78647581701819,0.0074002600000000005,0.11555173027040402,0.20583370133444304,0.7460305747415266,0.13978568371923633,0.1843721694663943,0.7804873228675576,0.15361741268545462,0.15006120035057616,0.8719868146840088,0.11614508068831203,0.11346132290914171,0.7924765270276426,0.12759524471940473,0.03597766892386161,0.7465746447133201,0.20601149924380632,0.04845844710469372,0.7961795814826188,0.20896886025521846,0.20599449683239543,1.3203437014734947,0.1935418073374246,0.18378297351617004,1.2733604973832306
39,26.97426530500731,1.5678842402067303,0.7502704169601202,44.37539253088582,0.007600239999999999,0.1172924598812091,0.21281331650474544,0.7315531529051316,0.14362007135359867,0.18867238123981336,0.7689864171937284,0.15625836859705763,0.15105298625939453,0.8620794035903335,0.11270486604982849,0.10764588837048426,0.7754583940874488,0.12911193700779805,0.03382217605704747,0.737380986128105,0.21305216540388514,0.04855287976107721,0.7928670672566408,0.2171321661075897,0.21393843092312273,1.3428772562913733,0.19997832898882506,0.18942933842533033,1.29164355726319
40,25.885420130968164,1.5201555773930473,0.7434082659892738,48.85408927001974,0.00780022,0.11883229282251245,0.2197781373336361,0.7174007801953447,0.1471311036673608,0.19278961933340114,0.7583063774617014,0.15721447402318628,0.15178022418118872,0.8491451684591675,0.10913901405141017,0.10166418653646604,0.7584084116068972,0.13059703659646338,0.03194999935055191,0.72885103879977,0.22035443334483312,0.04877908669457711,0.7898592541709751,0.22572288702938198,0.2222881094116576,1.366395833724276,0.20674469109946658,0.1953851909615209,1.310798051849687
41,25.149165950257135,1.3841765623273687,0.7412603588309139,41.13467763704126,0.0080002,0.12038823752770213,0.22687917727003182,0.7032186800691764,0.15073129199461863,0.1967491407672313,0.7483849080674344,0.15680500979130046,0.1520943473828441,0.8339138995087888,0.1058582280115224,0.09550518671037024,0.7412024496834316,0.13206308957388355,0.03036667274676668,0.7209688526837372,0.22800730587674306,0.04916323545002251,0.7871572625881197,0.23480803993295304,0.2311216421002408,1.3910570408880205,0.21377361907218972,0.20165610815342333,1.3306332401466603
42,25.509718472990627,1.2462995256477392,0.7455590020399541,37.82158841314868,0.00820018,0.12210090309534108,0.23414494639016634,0.6889321246044738,0.1545655926668016,0.20055116495453737,0.7391726751660599,0.15524031387616935,0.1519534384612632,0.8168448302808832,0.10287984370501066,0.08927649156470772,0.7239964706117228,0.13350722761934994,0.029034574927162354,0.7136897239143396,0.23598656623976583,0.04969489129857942,0.7847464749406043,0.24435738156106626,0.24035855809807324,1.4167930214639,0.22119451955723538,0.20818777431393945,1.3515036145790238
43,24.59142964401292,1.1165335089626118,0.7508587320335209,38.17035115556628,0.00840016,0.12383090729496504,0.24160497975244874,0.6744723242386527,0.1585290247801541,0.20419765987938093,0.7306205027511253,0.15262181094734553,0.15137614389579343,0.7982982791508848,0.10017702748169788,0.08306940083255165,0.7069198428520856,0.13492463379778669,0.02792599490813252,0.7069727949391394,0.2442137264842661,0.05036161040895653,0.7826100825916662,0.2542067627613138,0.24980955330258595,1.4432339888224275,0.22892279648501593,0.21479249347546195,1.3731708942893552
44,25.08352194822135,1.0094691823297688,0.7508598591666669,32.986658526099355,0.00860014,0.1258588721966427,0.24930311401445518,0.6597322393085462,0.1629069310004687,0.20768152884420832,0.7226854955209409,0.14918982181605242,0.15039688829106593,0.7785641743271334,0.09772217141242556,0.07694550131634643,0.6900721591895747,0.13630803100565322,0.02700710530757773,0.700777280030474,0.25260336845390513,0.05114352769769622,0.7807286975799307,0.2642197309695917,0.2592866012210546,1.4700813948201867,0.23703626575650838,0.2213303137628445,1.395845091970309
45,24.111309421377225,0.9279153305236776,0.7495488240383565,30.811809265402662,0.00880012,0.12817762306851013,0.2572943774389437,0.6446016516517,0.16774442126922484,0.2110023271961283,0.7153254353120262,0.14507559693380645,0.14908078219437448,0.7578909883220915,0.09549243451175041,0.07095499378869183,0.6735242858243079,0.13765315597629418,0.02625661604486802,0.6950665250514475,0.261076066173573,0.05202787843515567,0.7790845461320606,0.27421836957183326,0.26860022639171605,1.496900059753092,0.24543453490909695,0.22766253840775602,1.4192488378641683
46,21.979652792146585,0.8675553288579778,0.7503874090034515,30.62649447395539,0.0090001,0.13042352300064466,0.2656583883049672,0.6289359895294547,0.17280536856075462,0.2141581448387005,0.7085014394065862,0.1403102599399449,0.1475015918522796,0.7364893553062574,0.09346872485992219,0.06513618893115644,0.6573212474421632,0.1389532187160661,0.02565916954978621,0.6898081985788983,0.2694731349844782,0.05299844298835015,0.7776613123000464,0.28377550244520616,0.27729646873021035,1.5225776275518068,0.2539205076194987,0.23346053681378168,1.4428332917013995
47,21.852274007975172,0.8291743693335918,0.746128655038774,27.413315306314175,0.009200080000000001,0.1327801300880751,0.27449978871681563,0.6125751913360705,0.17838466913479356,0.21714688637868923,0.7021774198813799,0.13512925585274135,0.14575906930335236,0.7146008086070491,0.09163294072321836,0.059525862706232405,0.6415187642948006,0.14020728445708047,0.025201897264624875,0.6849718876844281,0.27772541745320806,0.05404193191230928,0.7764432795278485,0.2927541941452552,0.28519598419842285,1.5467513235118535,0.262642723290041,0.2387267092913294,1.4670415239405101
48,23.891146003488046,0.8111903240234931,0.7446064411196858,28.86292664091156,0.00940006,0.13582123954508435,0.28374652094498304,0.5956934955669986,0.18496983847194784,0.2199570339587571,0.6963235624032227,0.13003210915405067,0.14397540890104146,0.6927884936073788,0.08996268426011993,0.05422599789601308,0.6263459519862992,0.14141050181469927,0.024846861574663454,0.6805202734599961,0.28576834232696935,0.05510971262211904,0.7753908901977613,0.30105748719870323,0.2920336640289849,1.5686883234503999,0.2720764416277835,0.2434284459723483,1.4928736809512502
49,21.267599108539883,0.8045661671181414,0.7342780299950391,26.220652865489704,0.00960004,0.1391944331939794,0.2935698285248456,0.5780370436973965,0.192445961898907,0.22258021676554268,0.690911184392607,0.12499799216970037,0.1421597443435819,0.6711357269026488,0.08844256706597761,0.04923227627700449,0.6117904768960428,0.14254732487997218,0.024584687086777704,0.6764282037014985,0.293289445272191,0.05619001293335347,0.7744965764985906,0.3080987783476967,0.29731770539111185,1.5872014101467082,0.2820480848044985,0.24735931623582788,1.5201412681977462
50,22.285087580654306,0.8062834680985127,0.749413225101307,28.92288586016466,0.00980002,0.14314185570971497,0.30385907218266023,0.5598597608577511,0.20092153280590128,0.22501931725034516,0.6859121397946869,0.12020493817361796,0.1403410041577775,0.6499432675117797,0.08705495257744147,0.04460888630816639,0.5980015902917891,0.14361365722821656,0.02439063904037042,0.672664236673166,0.30024296257815214,0.05726249889089805,0.7737365639910929,0.31394494164048636,0.3011511524259286,1.6024723742165463,0.29280978263938795,0.2507576428290606,1.5494316703031035
51,21.039211927431918,0.8072767464291005,0.7459852129686624,26.91334540364924,0.01,0.14739380227599422,0.3147381418223445,0.5410311596059048,0.21027709096512684,0.227282141776088,0.6813302796093246,0.11549237824929269,0.1384717538675106,0.6290684972442857,0.0857877313168204,0.04035241047922732,0.5849835729797449,0.14460967476234057,0.024256447562207645,0.6692044254899091,0.3066024802250159,0.05833539463777373,0.7731110252705107,0.31837822720947956,0.30328906470929184,1.6136078696463307,0.3035670196176978,0.2535281381686822,1.5786273915140463
52,20.64614209580984,0.7622894977471099,0.7436104300431907,27.938235706366516,0.009999878165711622,0.15294408321897082,0.32479778407799154,0.5242031850914605,0.22024940340513216,0.22933961868016822,0.6773281183262952,0.11090270829814154,0.1365345310984253,0.608928187090598,0.08465100326808402,0.03654976152735623,0.573022038407863,0.14551984164117696,0.02417246422265463,0.6660865672705608,0.3122999865760601,0.059391105200540466,0.7726219852094341,0.32143317657524756,0.3038755527418286,1.620700610777898,0.31362828540005755,0.2556442681850784,1.6057592762486153
