iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7,tau_8,sigma_8,theta_8,tau_9,sigma_9,theta_9
16,34.69679264037012,9.72327272124685,57.5682226838544,46242.67317513115,0.00015085,0.1019981191023054,0.10051015372010894,0.9978841008476255,0.10059569372572463,0.1014528189734844,0.997590480397584,0.10072432367525208,0.10141961830882873,0.9984847221022234,0.1019867981743005,0.1016386591455453,0.9976085713271202,0.10198168829430153,0.10194452205550715,0.9982418279941095,0.10198718632771353,0.10195243376242381,0.9996295029255464,0.1013514460689791,0.10181702346201557,0.9992646747460328,0.10190684524090066,0.10176835303723378,1.0010650645517916,0.10198882876988992,0.10188353459211609,1.0020070714768763,0.1014731676635272,0.10141421429717383,1.0021449470516746
17,33.70547677140621,9.722874996532713,56.65591083280742,46036.522070280975,0.00016083999999999998,0.1021025745468751,0.10040972801792718,0.9975696403401333,0.10051143511541312,0.10151160442092048,0.9972725028969973,0.10063239691735189,0.10147431313306171,0.9982095867036991,0.10208933504152441,0.1017166520526094,0.9972869654150702,0.10207437330037941,0.1020459617425779,0.9979495958416331,0.10207992625533124,0.10204055301529044,0.9994756274060762,0.10139362769805454,0.10188111150208626,0.9992387528908664,0.10199310355904535,0.10185845937759176,1.0011434314201175,0.10209259343691446,0.10195952448566468,1.0022608985554673,0.10153425660992017,0.10146446089733863,1.0024547816641933
18,33.60560894992874,9.721471733084513,61.904285149183124,44010.73513854629,0.00017082999999999996,0.10221359895821204,0.1003033342359443,0.9972328394277068,0.1004223475332301,0.10157787675606741,0.9969343564441385,0.10053300045614193,0.10153605854424108,0.9979111954813977,0.10219987581578348,0.10180267253283085,0.996945336958842,0.1021733985061075,0.10215445488322815,0.9976337421442882,0.10217877286882658,0.10213401503910245,0.9992979660833338,0.10144316875272857,0.1019486819182314,0.9992229380059008,0.10208544035811888,0.10195635119980656,1.0012204047491549,0.10220325055702069,0.10204010233044633,1.0025275589791862,0.10160291216085086,0.1015237976511249,1.0027868314334407
19,33.49974094175987,9.719159184886786,57.56026468379423,45659.16483242836,0.00018081999999999983,0.10233220579466616,0.10019089208861515,0.996875171630476,0.1003280154649354,0.10165186048940264,0.9965769339885433,0.1004264667393607,0.10160519318612607,0.9975889405794066,0.10231728709950014,0.1018961324137913,0.9965838501180208,0.1022780434059969,0.10227010411150399,0.9972959423623408,0.10228219161700003,0.10223301508771963,0.9990973417264548,0.10149859249106756,0.10201955128331269,0.9992144789182369,0.10218328421055417,0.10206168739623209,1.0012949308505488,0.10232096674883404,0.10212511698160762,1.002810452069784,0.10167911881461673,0.10158715328191627,1.0031411138296242
20,33.89498930065457,9.716023981550503,60.408889565151185,44773.11869623777,0.00019080999999999992,0.10245797851588405,0.1000721239046499,0.9964947752150093,0.10022851385657583,0.10173220921093747,0.9962003409529597,0.10031276986905059,0.10168167601837454,0.9972458976102205,0.10244205789169267,0.10199824898507134,0.9962014528738237,0.10238855907348413,0.10239286654635292,0.9969351302773551,0.1023926484528139,0.10233768937790745,0.9988754121887486,0.10156268189391711,0.10209361746996784,0.9992203085788097,0.10228725211893866,0.10217380368643832,1.001369315464506,0.10244528840211618,0.1022142129234695,1.0031046630863425,0.10176254552039501,0.10165760075872066,1.0035169150316823
21,33.714345560347894,9.711987058291328,58.38145392294973,47897.66668546099,0.0002007999999999999,0.1025926249627908,0.0999471932701839,0.9960971480929823,0.10012339213353126,0.1018195701479576,0.9958056462445898,0.10019228289409098,0.10176518992030219,0.9968787237786775,0.10257084917543438,0.10210723487273475,0.9957982618762615,0.10250336939343244,0.10252232467190761,0.9965522126402385,0.10250724370744001,0.10244744677956849,0.9986326261576165,0.10163102878851284,0.10217099690688214,0.9992295979837318,0.10239674390522227,0.10229295884400466,1.0014414463394967,0.10257615704490285,0.10230730841626204,1.0034144721552642,0.10185286989451557,0.10173643046437951,1.0039132039224496
22,34.51509454378052,9.706657311131787,56.528924121987075,46461.27374922876,0.00021078999999999987,0.10273424593370122,0.09981708524093276,0.9956774945679107,0.10001321538869651,0.10191526419176831,0.9953909812774668,0.1000645953163419,0.10185605219722904,0.9964867635480528,0.10270628767892805,0.10222339967356044,0.995374664577443,0.10262431911495205,0.10265844546195506,0.9961462053081019,0.10262810818420429,0.10256219652680912,0.9983674996398331,0.101705651432133,0.10225199345346148,0.9992456653337856,0.10251299160837264,0.10241996016682839,1.0015125045019846,0.10271407369131162,0.10240536461472494,1.0037418068552668,0.1019505943485715,0.10182552626743205,1.0043306770157845
23,-2000.0129047476366,9.686635437572491,16.945595719851553,8999423.233245553,0.00022077999999999996,0.10284736520733832,0.09968059755220564,0.9952766185642096,0.0998852976918294,0.10200094660331613,0.9949794206951759,0.099935233457085,0.10193778537978639,0.9961164870995347,0.10274664923848903,0.10231924625290241,0.9949546042195657,0.10266862504249881,0.10278854959135504,0.9957285679268421,0.10270482294459081,0.10267663485407351,0.9981005009459571,0.10176780031501159,0.10233450742172358,0.9992357049440992,0.10263280293912945,0.10253854079142405,1.00161947913619,0.10284575448279334,0.10250406312773948,1.0040560710317017,0.10203759406033623,0.10190563720091188,1.0047161612965547
24,33.144325481023415,9.665985715682144,56.56536592496559,43294.13700343557,0.00023076999999999993,0.10296813908525133,0.09953861562994797,0.9948484556381795,0.09975450571411808,0.10209612298164719,0.994544167792058,0.09979802007569734,0.1020277424975167,0.9957184820687258,0.10279961732047357,0.10242430203992248,0.9945136101410601,0.10272283074435291,0.10292650008425934,0.9952862419801732,0.10279066122639172,0.10279683752076409,0.9978083581415771,0.10183830062240778,0.10242126944262969,0.9992367701771797,0.1027598892866466,0.10266663634793735,1.0017242166052303,0.1029858196879174,0.10260868890290056,1.00438929346494,0.102133414453164,0.10199715016479588,1.00512729438278
25,33.047473384000696,9.644995113420341,53.06686240108684,44497.98773318635,0.0002407599999999999,0.10309847198848289,0.09939183453771476,0.9943947078345164,0.09962062781961947,0.10220044061779682,0.9940865878283353,0.09965353573302965,0.10212590354608798,0.9952948319847991,0.10286405360482533,0.1025383695878265,0.9940516559039505,0.10278649087845287,0.10307239183154507,0.9948216083569157,0.10288265990642909,0.10292351695283354,0.9974899527912655,0.1019156077581817,0.10251264311845915,0.9992467446285357,0.10289192839495441,0.10280404724458843,1.0018213067660404,0.10313428077248345,0.10271875314600054,1.004742665151271,0.10223820297559881,0.10209747849364671,1.0055651024697099
26,34.67319062886333,9.623560051082652,57.62557721929625,47826.4807114581,0.0002507499999999999,0.10323820790735497,0.09924009132851676,0.9939190049493213,0.09948418098262464,0.10231374106366053,0.9936091433145984,0.09950164617664015,0.1022320134558355,0.9948437078360757,0.10293759921098668,0.10266159929484676,0.993570584399362,0.10285744615469401,0.10322601271888675,0.994332520748391,0.1029845858122188,0.10305654760646847,0.9971554758565152,0.10200034893883535,0.10260768907844962,0.9992655144802605,0.10303077494618439,0.10295002125480132,1.0019158952162182,0.10329107342233736,0.1028336115335848,1.005122243495709,0.10235127208067897,0.10219918720193538,1.0060276549402594
27,34.31774403206377,9.601403529686152,60.67080883681774,48438.934239428934,0.00026074,0.10338735726692548,0.09907884167769525,0.9934197255770273,0.09934284931205722,0.10243429656423221,0.9931118306397346,0.09934247695616227,0.10234640141809281,0.9943660888905133,0.10301414468461875,0.10279415466751725,0.993065293101522,0.10293228049623593,0.10338763096435886,0.9938184053627299,0.10309360311254404,0.10319590866367176,0.9968024778929072,0.10209021628586151,0.10270668747063044,0.9992894598346689,0.10317658004091222,0.1031042816364248,1.0020076855146927,0.10345553864350902,0.10295348333763295,1.0055187587604295,0.10247218273688372,0.10230928526268057,1.006511908480575
28,32.59914040657893,9.578443018292527,57.32528577698395,41933.16695687716,0.00027072999999999995,0.10354305076952237,0.09891230986081634,0.9928935283212781,0.09919737150808881,0.10256314904639441,0.9925916667466972,0.09917596199706548,0.10246920355479402,0.9938665692063857,0.10310301891910666,0.10293625511795554,0.9925363725705915,0.10301684092785826,0.10355753451063522,0.9932814909367205,0.1032107804421587,0.10334212658116203,0.9964243292047901,0.10218944307173794,0.10281042896354106,0.9993286881393351,0.10332785137442858,0.10326655029559394,1.0020944862139418,0.10362770264288333,0.10307931421211895,1.0059244359239081,0.10260207371465588,0.10242740924847168,1.0070230001672607
29,34.111531409181865,9.554526901386675,56.87913032993674,45560.69189894395,0.00028071999999999993,0.1037064540245478,0.0987422708975744,0.9923424758014282,0.09904891425155737,0.10270159564682671,0.9920491791435706,0.09900212513295317,0.10259960106114713,0.993340217700325,0.10320218653237762,0.10308714062124257,0.9919874217645056,0.10311061114252236,0.10373469547820946,0.9927207439527862,0.10333911237737924,0.10349467602585573,0.9960287402502006,0.10229749234717854,0.10291862025126278,0.9993795842844078,0.1034870051004846,0.10343734793407408,1.0021806834855977,0.10380795351679406,0.10321061353877904,1.0063556927007136,0.10274014631086377,0.10255266467717922,1.007557724634699
30,33.76171311814053,9.530879722413712,59.24993018293753,46332.399628144645,0.00029071,0.10388080537744643,0.09856624141590675,0.9917722929964028,0.098896489150999,0.10284712623727757,0.9914874899143672,0.09882183304911807,0.10273753214064059,0.9927907574505024,0.10331179106251265,0.10324611644922543,0.991418085836892,0.10321330161237412,0.10391941709110412,0.9921408527230675,0.10347181532222242,0.10365348266707614,0.9956035945126298,0.10241146042950283,0.10303112891268823,0.9994372533001202,0.10365115867986942,0.10361549397429168,1.0022626394781595,0.1039951811529989,0.10334759928452439,1.0067981288292798,0.10288610352317236,0.10268537871117582,1.008115923316509
31,33.18429407356062,9.507001315623848,59.19010071689263,45213.04676357832,0.0003007,0.1040649695792893,0.09838317650015034,0.9911871128724172,0.09873965687118239,0.10299936295008233,0.9909069842116602,0.0986347489375867,0.10288356258834132,0.9922166255380651,0.10342920869912361,0.10341496481365824,0.9908267691420491,0.10332293908736996,0.10411184471116099,0.9915388216646049,0.10361233581693999,0.10381843364497731,0.9951594864024691,0.10253203210528637,0.10314742582742682,0.9995035399800475,0.10382117789762883,0.10379999802599175,1.00234154073977,0.10418955838988822,0.1034900564727101,1.007256828674397,0.10303942520505653,0.10282472808155685,1.0086947935168187
32,32.614185283208776,9.482047847367413,56.07121009612456,42117.65860575788,0.00031068999999999997,0.1042543422950094,0.09819581955802746,0.990578337321743,0.09857911035465912,0.1031597009187436,0.9903037842670408,0.09844020222834314,0.10303701656590401,0.9916174732793139,0.10355925763719652,0.1035936899006,0.9902166080953725,0.10344190201314786,0.10431180353178995,0.9909116462801941,0.10376327069652333,0.10398917138618385,0.9946934579863259,0.10266190915017456,0.10326825478506997,0.9995837151235268,0.10399886333518588,0.10399194525114451,1.002419697116419,0.104391431363589,0.10363913624270756,1.0077293077566702,0.10320137376656141,0.10297377002980419,1.0092990015992074
33,34.819575921275444,9.457133589502451,61.833492854610085,49419.630476298604,0.00032068000000000005,0.10445487325014823,0.09800469698016032,0.989951300779254,0.09841659728872633,0.10332888569655393,0.9896830982402901,0.09823946398739283,0.10319752407197268,0.9909935124554422,0.10369721207473138,0.10377858132944634,0.9895906059768517,0.10356781665915057,0.10451852019621426,0.990265291944719,0.10392083713816384,0.10416721664653943,0.99421020485566,0.10279759654607007,0.10339392192833514,0.9996680381457373,0.10418276852645944,0.10419219741841969,1.0024948506014435,0.10460077859025745,0.10379258957067683,1.0082280245131363,0.10337177673095539,0.10312176295117882,1.0099318821606784
34,33.20097948029381,9.431790422324987,61.32937904400751,46655.65529164332,0.00033067000000000003,0.10466613649463355,0.09780572567800246,0.9893084539852814,0.09824913869051113,0.10350490699966165,0.9890450553786224,0.09803230812143632,0.10336588670740705,0.9903443676347563,0.10383877230193223,0.10397124066414179,0.9889406991176491,0.10369872945312071,0.10473231490238805,0.9895970457816764,0.10408586566075281,0.1043507726969537,0.9937118251407282,0.1029382983024377,0.10352376545863426,0.9997575801924128,0.10437278919005978,0.10439931659154829,1.0025681038657763,0.10481731677373693,0.10395111824090505,1.0087492928611261,0.10354829000840086,0.10328017697900954,1.0105800663162856
35,31.96869798071274,9.406022355612219,61.346746067050844,42027.41287971357,0.00034066,0.10488666770344718,0.09760179888224947,0.9886360738631036,0.09807698392987083,0.10368694180217942,0.9883880760623358,0.0978192020110726,0.10354274335592836,0.9896825626026984,0.10398890251044586,0.10417327635421976,0.9882617537685546,0.10383778156146141,0.10495414115765997,0.9889071684210107,0.10426297841810954,0.1045413545957537,0.9931973630937057,0.10309228492182043,0.1036577482691977,0.9998761535146201,0.10456880053551343,0.10461275366906322,1.002641394891308,0.10504058039684341,0.10411381618063707,1.0092757855798364,0.10373235239995714,0.10344451342179296,1.0112511294939883
36,33.21505895309109,9.379788399780251,63.64482992980629,45584.741202751364,0.0003506499999999999,0.10511727397966607,0.09739375279230068,0.9879417861868891,0.09790114558740916,0.10387767332579166,0.9877108017174594,0.09759985543341401,0.1037262146914306,0.9889979699304231,0.10414712196437029,0.10438192895983903,0.9875640681083169,0.10398451593280142,0.10518226955742421,0.9881972667630881,0.10444743437309133,0.10473771314668175,0.9926639848004719,0.10325271428576961,0.1037961319487394,1.0000040828248022,0.10477118593934175,0.10483501916065215,1.0027101258681035,0.10527114885672292,0.10428330686105503,1.0098209877942632,0.10392516450070594,0.10361661410865357,1.0119486001773514
37,34.101522500205604,9.352734253309235,63.02113726269454,47807.132277332494,0.00036063999999999996,0.10535733977735083,0.09718232412005579,0.9872236285509361,0.09772231619008533,0.10407793447528156,0.9870144440093122,0.09737418249697641,0.10391668174961459,0.9882880958254786,0.1043118731470365,0.10459623849196689,0.986848445393279,0.10413784479950726,0.10541664858865181,0.9874658558252236,0.10463727470567422,0.10494014449917163,0.9921098571823944,0.10341744473401687,0.10393987595133244,1.0001328946935242,0.10498039146592694,0.10506677563858412,1.0027747614581366,0.10550980372888916,0.10445931289773246,1.010393837465566,0.10412633797260287,0.10379603365989047,1.012670631407334
38,33.77381847954402,9.324890134211714,59.67616906808689,46702.39218792477,0.00037062999999999994,0.10560543021092364,0.0969677409877764,0.9864836666649373,0.09754038480052481,0.1042868760498702,0.9863005670469579,0.09714201377005156,0.10411480362044805,0.9875533486939907,0.10448520161867612,0.10481777667132233,0.9861168805898889,0.10429850882033262,0.10565811164651392,0.9867136420008661,0.10483435876583162,0.10514970392132775,0.9915385737525733,0.10358733286296253,0.10408885374897019,1.0002634139574742,0.10519709814219376,0.10530592014144785,1.002841368782267,0.10575648938891309,0.10464085267182234,1.010995367694256,0.10433474060165054,0.1039766561205341,1.0134134703172801
39,33.63679917817846,9.295984221749281,57.49813420698047,46571.55572137205,0.0003806199999999999,0.10586328415391362,0.09674984133648899,0.9857219368553995,0.09735361941191087,0.10450383388758579,0.9855695325061755,0.09690392735191561,0.10432061023927203,0.9867984024800174,0.10466336434215161,0.10504671553789736,0.9853629104656974,0.10446407563634044,0.10590662884015442,0.9859365386780471,0.10504364071798782,0.10536548255058484,0.9909569786348956,0.10376786479919514,0.1042419419086878,1.0004131938453371,0.10542234713152569,0.10555233884124457,1.0029156108729,0.10601002003269143,0.10482684454617011,1.011616764771637,0.10455020587173643,0.10415532377311508,1.0141789844219982
40,33.03180674423686,9.265694640296067,56.713041812647134,44448.238215469355,0.00039061,0.10612810122816944,0.09652793767485637,0.9849335460832328,0.09716021283347351,0.10472869704384881,0.9848174362425726,0.09665956160029393,0.10453407800589364,0.986024240628113,0.10485045465152158,0.10528436770018364,0.9845874542361053,0.1046369081076927,0.10616291402672921,0.9851383246988236,0.10526024193554123,0.10558891708635568,0.9903527078603708,0.10395660779148311,0.10440015613685445,1.0005771376288433,0.10565540821759033,0.10580583817271617,1.0029966884943131,0.10627067073303169,0.105018235520157,1.0122489358228572,0.10477290104304048,0.10434242594877488,1.0149659424564128
41,33.79061302421789,9.235848237699551,54.79916683817282,48802.91518785118,0.0004006,0.1064056112556756,0.09630178051631128,0.9841312163951085,0.09696205340495342,0.10495987335214904,0.9840520488185617,0.09641073760805731,0.10475562833751088,0.985236004936436,0.10504492925194152,0.10553056057184838,0.9837943367480724,0.1048161657090891,0.10642673208315992,0.9843253803192782,0.10548349966515354,0.10582151076347017,0.9897397613367491,0.1041519036018324,0.10456294966040548,1.0007525178466132,0.10589103820043695,0.10606378904914736,1.003073632555074,0.10653790179672327,0.10521239601599405,1.0129002404954401,0.10500206275452298,0.1045242484656519,1.0157740984636043
42,33.14884771260818,9.20556737546437,54.839135841000825,47617.02280120807,0.00041058999999999985,0.1066948367054636,0.09607056962571697,0.9833138211769626,0.09675885830641026,0.1051984858354061,0.983270889534154,0.09615644487086443,0.10498409718334151,0.9844253942575099,0.10524348217746057,0.10578333551595903,0.9829823970068022,0.10499966104219244,0.10669649233618875,0.9834932276646705,0.10571364222149292,0.10606023558158814,0.9891125928316263,0.10435371124805341,0.10472967110906249,1.0009386749407063,0.10613304520749918,0.10632836071192109,1.0031521819782776,0.10681135763707089,0.10541090072418494,1.013568992479082,0.10523771853219593,0.1047118667382614,1.0166012385787433
